CNPJ_Fundo;Data_Referencia;Versao;Total_Necessidades_Liquidez;Disponibilidades;Titulos_Publicos;Titulos_Privados;Fundos_Renda_Fixa;Total_Investido;Direitos_Bens_Imoveis;Terrenos;Imoveis_Renda_Acabados;Imoveis_Renda_Construcao;Imoveis_Venda_Acabados;Imoveis_Venda_Construcao;Outros_Direitos_Reais;Acoes;Debentures;Bonus_Subscricao;Certificados_Deposito_Valores_Mobiliarios;Cedulas_Debentures;Fundo_Acoes;FIP;FII;FDIC;Outras_Cotas_FI;Notas_Promissorias;Acoes_Sociedades_Atividades_FII;Cotas_Sociedades_Atividades_FII;CEPAC;CRI;Letras_Hipotecarias;LCI;LIG;Outros_Valores_Mobliarios;Valores_Receber;Contas_Receber_Aluguel;Contas_Receber_Venda_Imoveis;Outros_Valores_Receber;Rendimentos_Distribuir;Taxa_Administracao_Pagar;Taxa_Performance_Pagar;Obrigacoes_Aquisicao_Imoveis;Adiantamento_Venda_Imoveis;Adiantamento_Alugueis;Obrigacoes_Securitizacao_Recebiveis;Instrumentos_Financeiros_Derivativos;Provisoes_Contigencias;Outros_Valores_Pagar;Total_Passivo
00.613.094/0001-74;2020-02-01;1;52535.01;52535.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1143531.54;0;613375.81;530155.73;0;0;0;0;0;0;0;0;0;7296930.27;7296930.27
00.613.094/0001-74;2020-03-01;1;70545.61;70545.61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;851061.26;0;621006.83;230054.43;0;0;0;0;0;0;0;0;0;2182351.27;2182351.27
00.613.094/0001-74;2020-04-01;1;300513.34;300513.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;625989.17;0;625989.17;0;0;0;0;0;0;0;0;0;0;2599457.47;2599457.47
00.613.094/0001-74;2020-05-01;1;300426.64;300426.64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;627741.94;0;627741.94;0;0;0;0;0;0;0;0;0;0;2967971.76;2967971.76
00.613.094/0001-74;2020-06-01;1;300339.94;300339.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;637515.88;0;637515.88;0;0;0;0;0;0;0;0;0;0;3368999.92;3368999.92
00.613.094/0001-74;2020-07-01;1;300253.24;300253.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;651718.45;0;651718.45;0;0;0;0;0;0;0;0;0;0;3723754.65;3723754.65
00.613.094/0001-74;2020-08-01;1;300166.54;300166.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;669602.93;0;669602.93;0;0;0;0;0;0;0;0;0;0;4069160.57;4069160.57
00.613.094/0001-74;2020-09-01;1;300079.84;300079.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;698669.05;0;698669.05;0;0;0;0;0;0;0;0;0;0;4425459.34;4425459.34
00.613.094/0001-74;2020-10-01;1;299993.14;299993.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;721245.81;0;721245.81;0;0;0;0;0;0;0;0;0;0;4864494;4864494
00.613.094/0001-74;2020-11-01;1;299899.69;299899.69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;744883.88;0;744883.88;0;0;0;0;0;0;0;0;0;0;5511749.05;5511749.05
00.613.094/0001-74;2020-12-01;1;299806.24;299806.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;752020.67;0;752020.67;0;0;0;0;0;0;0;0;0;0;5575642.76;5575642.76
00.762.723/0001-28;2020-01-01;1;1117489.61;851.62;0;0;1116637.99;134700000;134700000;0;134700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3369069.73;1246271.47;0;2122798.26;985841.87;30357.55;0;0;0;0;0;0;0;7290;1023489.42
00.762.723/0001-28;2020-02-01;1;1159823.41;963.89;0;0;1158859.52;134700000;134700000;0;134700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3468964.83;1246314.94;0;2222649.89;985841.87;30221.9;0;0;0;0;0;0;0;7290;1023353.77
00.762.723/0001-28;2020-03-01;1;1213190.67;779.09;0;0;1212411.58;134700000;134700000;0;134700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3435350.12;1231470.89;0;2203879.23;985841.87;30082.58;0;0;0;0;0;0;0;7290;1023214.45
00.762.723/0001-28;2020-04-01;1;1243238.18;898.76;0;0;1242339.42;134700000;134700000;0;134700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3435871.35;1232120.42;0;2203750.93;985841.87;30380.66;0;0;0;0;0;0;0;12361.56;1028584.09
00.762.723/0001-28;2020-05-01;1;1283179.87;729.09;0;0;1282450.78;134700000;134700000;0;134700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3456607.48;1230616.17;0;2225991.31;985841.87;30274.79;0;0;0;0;0;0;0;9825.78;1025942.44
00.762.723/0001-28;2020-06-01;1;1331627.94;776.64;0;0;1330851.3;134700000;134700000;0;134700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3479283.88;1219233.84;0;2260050.04;985841.87;30286.19;0;0;0;0;0;0;0;7290;1023418.06
00.762.723/0001-28;2020-07-01;1;1375891.14;661.24;0;0;1375229.9;134700000;134700000;0;134700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3531728.61;1216675.8;0;2315052.81;985841.87;30099.55;0;0;0;0;0;0;0;7577.37;1023518.79
00.762.723/0001-28;2020-08-01;1;1424357.18;1044.26;0;0;1423312.92;134700000;134700000;0;134700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3582058.16;1218226.35;0;2363831.81;985841.87;30066.02;0;0;0;6094.76;0;0;0;7290;1029292.65
00.762.723/0001-28;2020-09-01;1;1472561.03;1120.27;0;0;1471440.76;134700000;134700000;0;134700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3481060.01;1086763.38;0;2394296.63;985841.87;30039.35;0;0;0;0;0;0;0;11089.7;1026970.92
00.762.723/0001-28;2020-10-01;1;1487725.57;1282.49;0;0;1486443.08;134700000;134700000;0;134700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2639282.74;645345.85;0;1993936.89;985841.87;36415.93;0;0;0;0;0;0;0;7290;1029547.8
00.762.723/0001-28;2020-11-01;1;1678565.77;1992.39;0;0;1676573.38;122925000;122925000;0;122925000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2294437.4;613633.59;0;1680803.81;908013.5;36328.77;0;0;0;6094.76;0;0;0;8012.7;958449.73
00.762.723/0001-28;2020-12-01;1;1028361.32;2898.57;0;0;1025462.75;122925000;122925000;0;122925000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2102437.75;618285.29;0;1484152.46;395155.25;36547.27;0;0;0;6094.76;0;0;0;24024.1;461821.38
00.868.235/0001-08;2020-01-01;1;835295.88;376752.09;0;0;458543.79;96810000;96810000;0;96810000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1723503.19;795918.77;0;927584.42;392411.81;36109.66;0;0;0;4004.66;0;0;66076.07;101173.68;599775.88
00.868.235/0001-08;2020-02-01;1;993825.06;581275.33;0;0;412549.73;96810000;96810000;0;96810000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1568565.29;642507.73;0;926057.56;0;36272.14;0;0;1902.29;0;0;0;66076.07;82582.73;186833.23
00.868.235/0001-08;2020-03-01;1;581670.07;529811.49;0;0;51858.58;96810000;96810000;0;96810000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1572686.4;648015.62;0;924670.78;0;36272.14;0;0;15641.11;0;0;0;66076.07;39324.71;157314.03
00.868.235/0001-08;2020-04-01;1;649128.61;4763.57;0;0;644365.04;96810000;96810000;0;96810000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1610465.38;681414.76;0;929050.62;0;36272.14;0;0;119.13;0;0;0;66076.07;46384.88;148852.22
00.868.235/0001-08;2020-05-01;1;602583.18;106851.98;0;0;495731.2;96810000;96810000;0;96810000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1624885.59;697804.31;0;927081.28;0;38633.56;0;0;119.13;0;0;0;66076.07;13600.47;118429.23
00.868.235/0001-08;2020-06-01;1;828436.53;3690.92;0;0;824745.61;96810000;96810000;0;96810000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1657921.38;734016.32;0;923905.06;284029.74;38633.56;0;0;119.13;0;0;0;66076.07;23163.61;412022.11
00.868.235/0001-08;2020-07-01;1;696776.56;281879.47;0;0;414897.09;96810000;96810000;0;96810000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1737010.44;809426.03;0;927584.41;151851.63;38633.56;0;0;119.13;0;0;0;66076.07;24157.77;280838.16
00.868.235/0001-08;2020-08-01;1;928307.69;301872.12;0;0;626435.57;96810000;96810000;0;96810000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1527191.81;601281.83;0;925909.98;365419.57;38633.56;0;0;119.13;0;0;0;66076.07;23555.43;493803.76
00.868.235/0001-08;2020-09-01;1;977799.18;3756.53;0;0;974042.65;96810000;96810000;0;96810000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1621136.88;697562.32;0;923574.56;428918.84;38633.56;0;0;119.13;0;0;0;66076.07;31258.57;565006.17
00.868.235/0001-08;2020-10-01;1;897569.09;4213.06;0;0;893356.03;96810000;96810000;0;96810000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1692947.27;765362.86;0;927584.41;325895.24;38633.56;0;0;119.13;0;0;0;66076.07;30384.26;461108.26
00.868.235/0001-08;2020-11-01;1;959380.18;424026.39;0;0;535353.79;96810000;96810000;0;96810000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1725960.84;800305.71;0;925655.13;374622.94;38633.56;0;0;119.13;0;0;0;66076.07;29778.94;509230.64
00.868.235/0001-08;2020-12-01;1;1079078.34;474893.33;0;0;604185.01;98595000;98595000;0;98595000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1657476.93;733496.22;0;923980.71;477884.14;38633.56;0;0;119.13;0;0;0;74456.17;50671.54;641764.54
01.201.140/0001-90;2020-01-01;1;16936154.86;10834.29;0;0;16925320.57;1021481100;1021481100;0;1021481100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10625393.59;10098427.12;0;526966.47;10163148.78;86421.31;0;0;0;73981.99;0;0;15765.15;1255287.53;11594604.76
01.201.140/0001-90;2020-02-01;1;13418057.73;10154.4;0;0;13407903.33;1021481100;1021481100;0;1021481100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10199443.63;9987029.09;0;212414.54;6015936.67;102317.86;0;0;0;67512.11;0;0;15765.15;1234522.64;7436054.43
01.201.140/0001-90;2020-03-01;1;12733775.34;5051.04;0;0;12728724.3;1021481100;1021481100;0;1021481100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9785764.73;9409826.34;0;375938.39;37293.3;85555.39;0;0;0;70840;0;0;15765.15;1228595.52;1438049.36
01.201.140/0001-90;2020-04-01;1;12627036.64;5215.71;0;0;12621820.93;1021481100;1021481100;0;1021481100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12396569;11213144.3;0;1183424.7;37293.3;87491.83;0;0;0;0;0;0;15765.15;1228650.51;1369200.79
01.201.140/0001-90;2020-05-01;1;12505245.28;5320.32;0;0;12499924.96;1021481100;1021481100;0;1021481100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14145623.13;12599292.61;0;1546330.52;37293.3;87431.96;0;0;0;0;0;0;15765.15;1298652.6;1439143.01
01.201.140/0001-90;2020-06-01;1;12374454.9;5522.72;0;0;12368932.18;1021481100;1021481100;0;1021481100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13691622.34;13174863.47;0;516758.87;6017170.98;86995.07;0;0;0;0;0;0;15765.15;1255335.5;7375266.7
01.201.140/0001-90;2020-07-01;1;6346132.64;5338.92;0;0;6340793.72;1021481100;1021481100;0;1021481100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11998464.37;11452596.47;0;545867.9;38527.61;86628.94;0;0;0;102484.15;0;0;15765.15;1269189.66;1512595.51
01.201.140/0001-90;2020-08-01;1;7813691.75;5536.44;0;0;7808155.31;1021481100;1021481100;0;1021481100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13490801.04;13169122.48;0;321678.56;1380949.13;86618.99;0;0;0;129801.47;0;0;15765.15;1250634.75;2863769.49
01.201.140/0001-90;2020-09-01;1;9491024.37;5702;0;0;9485322.37;1021481100;1021481100;0;1021481100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15437854.14;15290426.1;0;147428.04;3018915.47;86829.01;0;0;0;42700;0;0;15765.15;1262890.23;4427099.86
01.201.140/0001-90;2020-10-01;2;11022661.39;6236.26;0;0;11016425.13;1056262800;1056262800;0;1056262800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12315552.88;11787414.78;0;528138.1;4361879;86323.13;0;0;0;43722.93;0;0;15765.15;1415117.55;5922807.76
01.201.140/0001-90;2020-11-01;1;11752813.51;5606.77;0;0;11747206.74;1056262800;1056262800;0;1056262800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12179036.61;11869831.65;0;309204.96;4972914.8;89554.2;0;0;0;74784.9;0;0;15765.15;1466289.53;6619308.58
01.201.140/0001-90;2020-12-01;1;12616300.6;8478.04;0;0;12607822.56;1056262800;1056262800;0;1056262800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15217996.6;14832649.47;0;385347.13;5706134.87;89876.4;0;0;0;89619.39;0;0;17764.57;1413310.19;7316705.42
01.235.622/0001-61;2020-01-01;2;42908297.63;604386.92;0;0;42303910.71;2371092768.64;1641239839.84;412147022.94;506169848.34;0;41522118.54;628890827.48;52510022.54;255199509.57;0;0;0;0;0;0;75147391.45;0;0;0;0;0;0;97471631.78;0;302034396;0;0;266469472.9;4014695.49;234064449.81;28390327.6;199026122.51;1742246.36;0;214811596.24;-754854.88;0;285986688.65;0;2997835.99;75287318.09;779096952.96
01.235.622/0001-61;2020-02-01;2;26572070.75;583290.96;0;0;25988779.79;2373184047.37;1642365214.59;410070882.75;528941666.91;0;38839938.72;607618571.9;56894154.31;255699509.57;0;0;0;0;0;0;74920606.43;0;0;0;0;0;0;97330450.78;0;302868266;0;0;299313481.71;4593277.34;260434713.89;34285490.48;199026122.51;1584475.92;0;245108459.37;-355555.13;0;256496921.5;0;2997835.99;78496621.56;783354881.72
01.235.622/0001-61;2020-03-01;2;11624790.83;255161.44;0;0;11369629.39;2396109629.8;1663582017.95;413713291.6;528941666.91;0;36655290.81;629796898.11;54474870.52;257249872.67;0;0;0;0;0;0;74635953.17;0;0;0;0;0;0;96810282.01;0;303831504;0;0;318337528.42;3660738.38;277567009.6;37109780.44;199026122.51;1596426.86;0;245069341.09;-1057840.9;0;273808203.84;0;2997835.99;78869655.91;800309745.3
01.235.622/0001-61;2020-04-01;2;7511110.58;798080.08;0;0;6713030.5;2374599873.71;1655240946;416047322.07;528941666.91;0;35136851.78;618581656.43;56533448.81;257249872.67;;0;0;0;0;0;76830977.91;0;0;0;0;0;0;96049144;0;289228933.13;0;0;346968136.89;5262307.63;298056609.2;43649220.06;199026122.51;1604799.77;0;251417960.29;-259217.79;0;258896439.9;0;2997835.99;85306620.35;798990561.02
01.235.622/0001-61;2020-05-01;3;9716816.37;151117.61;0;0;9565698.76;2319358157;1644629740.59;384733542.39;528941666.91;35127494.95;35136851.78;620011299.04;40678885.52;257249872.67;0;0;0;0;0;0;77047889.07;0;0;0;0;0;0;95427210.72;0;245003443.95;0;0;379770184.49;6181509.16;330224563.23;43364112.1;199026122.51;1608405.06;0;255654923.52;-634748.08;0;235932796.25;0;2997835.99;71503987.99;766089323.24
01.235.622/0001-61;2020-06-01;3;7996094.39;425418.09;0;0;7570676.3;2342151105.09;1646644278.82;382035070.35;525008960.86;38361117.84;34341223.85;629822991.81;37074914.11;259797233.97;0;0;0;0;0;0;67411914.51;0;0;0;0;0;0;135819148.03;0;232478529.76;0;0;414940122.31;6967439.46;364775288;43197394.85;199026122.51;1618961.13;0;257679723.01;-464477.59;0;264315058.52;0;4241234.89;68965303.44;795381925.91
01.235.622/0001-61;2020-07-01;2;11181783.69;1334676.52;0;5500.02;9841607.15;2319055162.42;1634738168.46;377213196.9;525008960.86;38361117.84;32303016.46;628643910.63;33207965.77;259797233.97;0;0;0;0;0;0;67120637.8;0;0;0;0;0;0;135505941.82;0;221893180.37;0;0;450023319.85;7476724.09;399318309.19;43228286.57;222228948.52;1641419.09;0;261367917.06;-897196.76;0;261352572.05;0;4241234.89;70221879.79;820156774.64
01.235.622/0001-61;2020-08-01;3;10448776.62;1364336.04;0;0;9084440.58;2308281645.05;1624090873.77;372270734.69;526267428.97;38417084.37;31973016.46;621927881.96;33234727.32;259797233.97;0;0;0;0;0;0;68632561.93;0;0;0;0;0;0;135534847.72;0;220226127.66;0;0;481661016.1;5768154.83;428310407.33;47582453.94;222228948.52;1488127.09;0;264510274.81;159264.08;0;265056728.58;0;4241234.89;67040037.29;824724615.26
01.235.622/0001-61;2020-09-01;3;15712859.26;2784227.8;0;0;12928631.46;2513345183.54;1826260527.23;546548056.13;532942654.16;38444191.82;31973016.46;643516168.99;32836439.67;259549690.51;0;0;0;0;0;0;71725665.63;0;0;0;0;0;0;135255518.56;0;220553781.61;0;0;493336596.32;4544920.18;441526291.81;47265384.33;222228948.52;1501096.53;0;438895391.4;-1923276.07;0;286909348.13;0;4241234.89;69681830.49;1021534573.89
01.235.622/0001-61;2020-10-01;2;16906660.48;2061532.83;0;0;14845127.65;2492259916.43;1819294477.19;547344473.97;530408337.07;38495149.71;29776430.62;640112415.41;33157670.41;259549690.51;0;0;0;0;0;0;73085015.01;0;0;0;0;0;0;134976805.72;0;205353928;0;0;523615911.91;4692828.54;471277961.59;47645121.78;222228948.52;1667381.32;0;427420548.88;-3054186.46;0;296356000.48;0;4241234.89;68695794.13;1017555721.76
01.235.622/0001-61;2020-11-01;2;15001165.17;1598405.38;0;0;13402759.79;2302299303.33;1639900276.28;371782884.07;532657822.46;38541514.79;28893600.01;630921554.7;37102900.25;258548545.19;0;0;0;0;0;0;72093793.34;0;0;0;0;0;0;131262565.4;0;200494123.12;0;0;563967570.97;4934638.03;506227319.79;52805613.15;222228948.52;1679353.57;0;257032205.96;-4462418.93;0;303628471.92;0;4241234.89;63803065.4;848150861.33
01.235.622/0001-61;2020-12-01;1;227243218.65;3233510.41;0;0;224009708.24;2228456005.44;1762320493.51;401057510.58;570377161.5;82900000;28010401.9;640505144.64;39470274.89;258647642.53;0;0;0;0;0;0;64255802.56;0;0;0;0;0;0;143232066.84;0;0;0;0;569510889.39;6024064.43;515243012.28;48243812.68;67862409.5;1694262.25;0;283864013.96;725091.59;0;302140612.53;0;1700152.86;70601444.1;728587986.79
01.356.517/0001-80;2020-01-01;1;8246427.56;500722.51;;;7745705.05;227293498.24;227293498.24;37272229.89;190021268.35;;;;;;;;;;;;;;;;;;;;;;;;10906259.64;10365486.82;;540772.82;99023354.57;;;604373.47;;2625791.13;;;;416408.75;102669927.92
01.356.517/0001-80;2020-02-01;1;9199616.2;501797.88;;;8697818.32;227317966.75;227317966.75;37272229.89;190045736.86;;;;;;;;;;;;;;;;;;;;;;;;11229635.95;10688019.54;;541616.41;98383354.57;;;604373.47;;2690630.14;;;;382560.42;102060918.6
01.356.517/0001-80;2020-03-01;1;15737336.48;304906.34;;;15432430.14;227346498.11;227346498.11;37272229.89;190074268.22;;;;;;;;;;;;;;;;;;;;;;;;10862350.57;10319800.47;;542550.1;97833354.57;;;604373.47;;2743812.55;;;;393203.11;101574743.7
01.356.517/0001-80;2020-04-01;1;19990303.78;333484.62;;;19656819.16;227361617.11;227361617.11;37272229.89;190089387.22;;;;;;;;;;;;;;;;;;;;;;;;10895726.7;10322940.56;;572786.14;97263354.57;;;604373.47;;2782582.69;;;;290885.82;100941196.55
01.356.517/0001-80;2020-05-01;1;21795020.81;251814.9;;;21543205.91;227371617.11;227371617.11;37272229.89;190099387.22;;;;;;;;;;;;;;;;;;;;;;;;11178139.99;10599011.86;;579128.13;94313354.57;;;604373.47;;2805299.99;;;;387262.49;98110290.52
01.356.517/0001-80;2020-06-01;1;26156467.26;413012.41;;;25743454.85;227392617.11;227392617.11;37272229.89;190120387.22;;;;;;;;;;;;;;;;;;;;;;;;11097197.45;10650962.67;;446234.78;115056009.02;;;604373.47;;2859259.62;;;;5557105.96;124076748.07
