CNPJ_Fundo;Data_Referencia;Versao;Total_Necessidades_Liquidez;Disponibilidades;Titulos_Publicos;Titulos_Privados;Fundos_Renda_Fixa;Total_Investido;Direitos_Bens_Imoveis;Terrenos;Imoveis_Renda_Acabados;Imoveis_Renda_Construcao;Imoveis_Venda_Acabados;Imoveis_Venda_Construcao;Outros_Direitos_Reais;Acoes;Debentures;Bonus_Subscricao;Certificados_Deposito_Valores_Mobiliarios;Cedulas_Debentures;Fundo_Acoes;FIP;FII;FDIC;Outras_Cotas_FI;Notas_Promissorias;Acoes_Sociedades_Atividades_FII;Cotas_Sociedades_Atividades_FII;CEPAC;CRI;Letras_Hipotecarias;LCI;LIG;Outros_Valores_Mobliarios;Valores_Receber;Contas_Receber_Aluguel;Contas_Receber_Venda_Imoveis;Outros_Valores_Receber;Rendimentos_Distribuir;Taxa_Administracao_Pagar;Taxa_Performance_Pagar;Obrigacoes_Aquisicao_Imoveis;Adiantamento_Venda_Imoveis;Adiantamento_Alugueis;Obrigacoes_Securitizacao_Recebiveis;Instrumentos_Financeiros_Derivativos;Provisoes_Contigencias;Outros_Valores_Pagar;Total_Passivo
00.762.723/0001-28;2022-05-01;1;5580254.71;5217.26;0;0;5575037.45;114150000;114150000;0;114150000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;315860.3;25731.7;0;290128.6;15.85;44343.65;0;0;0;0;0;0;0;2239214.57;2283574.07
00.762.723/0001-28;2022-06-01;1;4959193.57;5123.98;0;0;4954069.59;114150000;114150000;0;114150000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;199101.28;18231.7;0;180869.58;15.85;39963.9;0;0;0;0;0;0;0;2144868.79;2184848.54
00.762.723/0001-28;2022-07-01;1;4420848.93;5237.45;0;0;4415611.48;114150000;114150000;0;114150000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;191984;18231.7;0;173752.3;15.85;44322.16;0;0;0;0;0;0;0;2157872.39;2202210.4
00.762.723/0001-28;2022-08-01;1;3724902.43;5340.55;0;0;3719561.88;114150000;114150000;0;114150000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;191944.37;20067.49;0;171876.88;15.85;44303.06;0;0;0;0;0;0;0;2147807.4;2192126.31
00.868.235/0001-08;2022-01-01;1;1122149.83;576303.05;0;0;545846.78;100400000;100400000;0;100400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1983126.17;1057313.52;0;925812.65;0;50846.24;0;0;7171.24;0;0;0;0;74453.97;132471.45
00.868.235/0001-08;2022-02-01;1;1522697.39;548694.01;0;0;974003.38;100400000;100400000;0;100400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1986181.47;1059550.8;0;926630.67;0;50846.24;0;0;7171.24;0;0;0;0;57939.28;115956.76
00.868.235/0001-08;2022-03-01;1;795201.34;613387.02;0;0;181814.32;100400000;100400000;0;100400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2124915.34;1196353.94;0;928561.4;434528;50846.24;0;0;7331.98;0;0;0;0;42368.41;535074.63
00.868.235/0001-08;2022-04-01;1;996336.32;667745.16;0;0;328591.16;100400000;100400000;0;100400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2125013.76;1200314.41;0;924699.35;434528;50846.24;0;0;7331.98;0;0;0;0;64840.01;557546.23
00.868.235/0001-08;2022-05-01;1;1151377.75;688001.46;0;0;463376.29;100400000;100400000;0;100400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2153851.39;1216786.62;0;937064.77;434528;58300.74;0;0;7331.98;0;0;0;0;48260.09;548420.81
00.868.235/0001-08;2022-06-01;1;1349902.2;694074.02;0;0;655828.18;100400000;100400000;0;100400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2134476.27;1200375.46;0;934100.81;542473.66;58300.74;0;0;16283.42;0;0;0;0;38733.47;655791.29
00.868.235/0001-08;2022-07-01;1;1741237.04;8723.14;0;0;1732513.9;100400000;100400000;0;100400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1865093.76;1269960.63;0;595133.13;814740;58300.74;0;0;7331.98;0;0;0;0;43818.39;924191.11
00.868.235/0001-08;2022-08-01;1;1624400.88;8704.2;0;0;1615696.68;100400000;100400000;0;100400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1879509.46;1285088.14;0;594421.32;543160;58300.74;0;0;7331.98;0;0;0;0;45442.13;654234.85
01.201.140/0001-90;2022-01-01;1;20386174.92;9820.92;0;0;20376354;1093308900;1093308900;0;1093308900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17366011.71;15978340.04;0;1387671.67;10114482.84;86466.62;0;0;0;35754.13;0;0;20017.56;1246581.55;11503302.7
01.201.140/0001-90;2022-02-01;1;17443663.15;9687.01;0;0;17433976.14;1093308900;1093308900;0;1093308900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16909336.94;15226448.83;0;1682888.11;6189453.78;86574.19;0;0;0;10004;0;0;20017.56;1158788.17;7464837.7
01.201.140/0001-90;2022-03-01;1;19792472.2;9944.37;0;0;19782527.83;1093308900;1093308900;0;1093308900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16520649.41;15438850.76;0;1081798.65;6810581.25;86670.19;0;0;0;130935.49;0;0;20017.56;1153941.12;8202145.61
01.201.140/0001-90;2022-04-01;1;20320399.7;10143.25;0;0;20310256.45;1093308900;1093308900;0;1093308900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16956959.68;15785280.94;0;1171678.74;8636864.76;86750.92;0;0;0;1045.41;0;0;20017.56;1194703.4;9939382.05
01.201.140/0001-90;2022-05-01;1;19593843.63;9923.5;0;0;19583920.13;1093308900;1093308900;0;1093308900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16725770.24;15418080.25;0;1307689.99;7924497.04;86566.89;0;0;0;40163.3;0;0;20017.56;1309413.27;9380658.06
01.201.140/0001-90;2022-06-01;1;19142315.93;9878.66;0;0;19132437.27;1093308900;1093308900;0;1093308900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16233354.4;14596263.57;0;1637090.83;7306313.83;86069.57;0;0;0;67289.9;0;0;20017.56;1309107.64;8788798.5
01.201.140/0001-90;2022-07-01;1;19392268.51;9663.44;0;0;19382605.07;1093308900;1093308900;0;1093308900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15617708.88;13915800.68;0;1701908.2;7181157.1;93082.26;0;0;0;42442.46;0;0;20017.56;1251998.84;8588698.22
01.201.140/0001-90;2022-08-01;1;20019566.88;9828.01;0;0;20009738.87;1093308900;1093308900;0;1093308900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15606557.93;14126083.5;0;1480474.43;7441697.1;93378.78;0;0;0;62243.38;0;0;20017.56;1365276.28;8982613.1
01.235.622/0001-61;2022-01-01;3;151794632.85;2029943.24;;;149764689.61;2185091232.97;1705989076.96;357093618.48;618769766.45;723748874.61;;6376817.42;;;;;;;;;95885093.53;;;;252236404.74;;;130980657.74;;;;;674689242.43;5672983.87;527087263.53;141928995.03;1858.61;2075115.8;8881034.39;118848113.84;;;;;1221175.04;311479321.6;442506619.28
01.235.622/0001-61;2022-02-01;1;56045211.97;486139.58;;;55559072.39;2312139878.83;1830760657.21;439691304;704516726;;22144033.56;664408593.65;;;;;;;;;96970824.31;;;;252884600.15;;;131523797.16;;;;;689281820.92;5745396.46;540939707.14;142596717.32;1858.61;1936996.09;8881034.39;119910735.01;;;;;1221175.04;334134592.98;466086392.12
01.235.622/0001-61;2022-03-01;2;64836270.52;1732503.07;;;63103767.45;2322728059.1;1834776804.61;373292969.15;740303550.03;;21448452.92;699731832.51;;;;;;;;;102324402.77;;;;252914922.04;;;132711929.68;;;;;759027194.13;4789904.52;595366197.89;158871091.72;1858.61;2262316.33;13608307.51;124652620.46;;;;;1221175.04;341516577.53;483262855.48
01.235.622/0001-61;2022-04-01;1;146991711.44;1488022.31;;;145503689.13;2210015818.94;1710279927.19;378711612.42;625752950.03;;20228385.09;685586979.65;;;;;;;;;113445459.51;;;;252160144.74;;;134130287.5;;;;;781949194.93;3562437.36;622727603.7;155659153.87;92001858.61;2008065.27;13608307.51;121619867.58;;;;;1221175.04;321368534.25;551827808.26
01.235.622/0001-61;2022-05-01;2;85413664.88;3325799.45;;;82087865.43;2188366189.2;1689338879.31;347411090.42;625755590.03;;17414055.35;698758143.51;;;;;;;;;113552201.78;;;;249710144.74;;;135764963.37;;;;;775177429.26;3145313.96;621904243.89;150127871.41;1858.83;2258604.61;13608307.51;124578757.29;;;;;1221175.04;300443504.05;442112207.33
01.235.622/0001-61;2022-06-01;1;52579749.9;2808471.36;;;49771278.54;2325341342.63;1706754636.4;312883130.33;637477004.42;;17414055.35;738980446.3;;;;;;;;;137558589.76;;;;249523697.86;;;231504418.61;;;;;776387044.94;2821779.1;613473064.4;160092201.44;35217905.62;2172370.62;9323296.4;122830575.09;;;;;1221175.04;391748165.95;562513488.72
01.235.622/0001-61;2022-07-01;2;54295310.12;725925.55;;;53569384.57;2328833941.33;1709382506.08;359935368.88;600252431.58;;17414055.35;731780650.27;;;;;;;;;138392945.7;;;;249523697.86;;;231534791.69;;;;;782087733.44;2642617.34;617957097.47;161488018.63;35217905.62;2157828.88;9323296.4;124284235.5;;;;;1221175.04;381985882.35;554190323.79
01.235.622/0001-61;2022-08-01;1;40848259.1;5037982.79;;;35810276.31;2324640735.04;1695579420.21;360070938;600252431.58;;17414055.35;717841995.28;;;;;;;;;148144446.01;;;;249523697.86;;;231393170.96;;;;;802572779.13;2648873.34;640648526.19;159275379.6;1859.18;2383079.89;9323296.4;130598767.42;;;;;1221175.04;391944234.17;535472412.1
01.356.517/0001-80;2022-01-01;1;10984528.06;343527.02;;;10641001.04;227169649.24;227169649.24;37370358.14;189799291.1;;;;;;;;;;;;;;;;;;;;;;;;13518803.27;12835882.78;;682920.49;93552424.79;;;604373.47;;3690872.67;;;;363668.19;98211339.12
01.356.517/0001-80;2022-02-01;1;12830513.74;498036.63;;;12332477.11;227238728.49;227238728.49;37370358.14;189868370.35;;;;;;;;;;;;;;;;;;;;;;;;13721283.95;13064431.45;;656852.5;91809424.79;;;604373.47;;3766591.2;;;;419145.61;96599535.07
01.356.517/0001-80;2022-03-01;1;18712978.9;403280.35;;;18309698.55;227288394;227288394;38899340.49;188389053.51;;;;;;;;;;;;;;;;;;;;;;;;13514908.57;12840996.22;;673912.35;91289424.79;;;604373.47;;3812612.31;;;;413376.7;96119787.27
01.356.517/0001-80;2022-04-01;1;24314708.56;290528.71;;;24024179.85;227386453.45;227386453.45;38899340.49;188487112.96;;;;;;;;;;;;;;;;;;;;;;;;13602774.98;12907737.53;;695037.45;90719424.79;;;604373.47;;3927352.73;;;;414382.5;95665533.49
01.356.517/0001-80;2022-05-01;1;27586041.21;452568.06;;;27133473.15;227458021.4;227458021.4;38899340.49;188558680.91;;;;;;;;;;;;;;;;;;;;;;;;13691666.46;12842533.29;;849133.17;87749424.79;;;604373.47;;4000864.91;;;;398390.02;92753053.19
01.356.517/0001-80;2022-06-01;1;33224867.75;366464.26;;;32858403.49;227616985.42;227616985.42;38945129.96;188671855.46;;;;;;;;;;;;;;;;;;;;;;;;13527637.4;12847501.98;;680135.42;113397336.91;;;604373.47;;3945392.93;;;;6773763.45;124720866.76
01.356.517/0001-80;2022-07-01;1;32346429.65;515992.33;;;31830437.32;227650508.69;227650508.69;38945129.96;188705378.73;;;;;;;;;;;;;;;;;;;;;;;;13877737.78;13153970.17;;723767.61;112397336.91;;;604373.47;;3975336.51;;;;429129.16;117406176.05
01.356.517/0001-80;2022-08-01;1;37968252.84;447835.78;;;37520417.06;227739180.29;227739180.29;38945129.96;188794050.33;;;;;;;;;;;;;;;;;;;;;;;;13835772.51;13090756.24;;745016.27;111147336.91;;;604373.47;;4074328.12;;;;420672.16;116246710.66
01.497.954/0001-14;2022-01-01;1;19048.71;1;0;0;19047.71;140176550;140176550;0;140176550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;868291.57;557758.72;0;310532.85;364430.44;33764.87;0;0;0;40000;0;0;0;335620.42;773815.73
01.497.954/0001-14;2022-02-01;1;9382.52;1;0;0;9381.52;140176550;140176550;0;140176550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;853455.94;551554.86;0;301901.08;266667.8;35107.07;0;0;0;0;0;0;0;330307.4;632082.27
01.497.954/0001-14;2022-03-01;1;38312.63;1;0;0;38311.63;140176550;140176550;0;140176550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;657542.57;364436.17;0;293106.4;159128.89;37738.76;0;0;0;0;0;0;0;323195.07;520062.72
01.497.954/0001-14;2022-04-01;1;8355.59;1;0;0;8354.59;140176550;140176550;0;140176550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;708505.64;424362.32;0;284143.32;61366.26;41365.1;0;0;0;6000;0;0;0;316294.5;425025.86
01.497.954/0001-14;2022-05-01;1;54340.44;1;0;0;54339.44;140176550;140176550;0;140176550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;650466.41;375447.41;0;275019;178486.88;44210.83;0;0;0;0;0;0;0;288609.85;511307.56
01.497.954/0001-14;2022-06-01;1;24442.76;1;0;0;24441.76;140176550;140176550;0;140176550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;665240.41;399535.16;0;265705.25;427209.89;47280.81;0;0;0;43000;0;0;0;282193.42;799684.12
01.497.954/0001-14;2022-07-01;1;3666.43;1;0;0;3665.43;140176550;140176550;0;140176550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;644435.72;388203.07;0;256232.65;320556.9;50159.46;0;0;0;22000;0;0;0;274406.97;667123.33
01.497.954/0001-14;2022-08-01;1;18742.46;1;0;0;18741.46;140176550;140176550;0;140176550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;565869.95;319275.02;0;246594.93;222794.26;53095.46;0;0;0;0;0;0;0;266447.83;542337.55
01.601.918/0001-59;2022-01-01;2;827686.4;6154.36;0;0;821532.04;67046026.5;61800000;0;61800000;0;0;0;0;0;0;0;0;0;0;0;5246026.5;0;0;0;0;0;0;0;0;0;0;0;326319.24;0;0;326319.24;250000;51673.32;0;0;0;5449.32;0;0;322147.11;29248.79;658518.54
01.601.918/0001-59;2022-02-01;1;776203.82;6321.23;0;0;769882.59;67294500;61800000;0;61800000;0;0;0;0;0;0;0;0;0;0;0;5494500;0;0;0;0;0;0;0;0;0;0;0;327131.02;0;0;327131.02;250000;49186.37;0;0;0;5449.32;0;0;322147.11;26381.87;653164.67
01.601.918/0001-59;2022-03-01;1;740829.52;7192.16;0;0;733637.36;67411105.5;61800000;0;61800000;0;0;0;0;0;0;0;0;0;0;0;5611105.5;0;0;0;0;0;0;0;0;0;0;0;327625.5;0;0;327625.5;250000;49186.37;0;0;0;5449.32;0;0;322147.11;20845.29;647628.09
01.601.918/0001-59;2022-04-01;1;688976.71;16226.1;0;0;672750.61;67354939.5;61800000;0;61800000;0;0;0;0;0;0;0;0;0;0;0;5554939.5;0;0;0;0;0;0;0;0;0;0;0;328806.81;0;0;328806.81;250000;49186.37;0;0;0;5449.32;0;0;322147.11;16643.54;643426.34
01.601.918/0001-59;2022-05-01;1;634707.65;6493.51;0;0;628214.14;67393401;61800000;0;61800000;0;0;0;0;0;0;0;0;0;0;0;5593401;0;0;0;0;0;0;0;0;0;0;0;340216.68;0;0;340216.68;250000;49186.37;0;0;0;5449.32;0;0;322147.11;16643.54;643426.34
01.601.918/0001-59;2022-06-01;1;591911.25;6286.94;0;0;585624.31;67161411;61800000;0;61800000;0;0;0;0;0;0;0;0;0;0;0;5361411;0;0;0;0;0;0;0;0;0;0;0;339778.74;0;0;339778.74;250000;49186.37;0;0;0;5449.32;0;0;322147.11;12134.83;638917.63
01.601.918/0001-59;2022-07-01;1;558035.75;6337.03;0;0;551698.72;67205977.5;61800000;0;61800000;0;0;0;0;0;0;0;0;0;0;0;5405977.5;0;0;0;0;0;0;0;0;0;0;0;339074.84;0;0;339074.84;250000;49186.37;0;0;0;5449.32;0;0;322147.11;4508.71;631291.51
01.601.918/0001-59;2022-08-01;1;483047.04;6812.38;0;0;476234.66;67782900;61800000;0;61800000;0;0;0;0;0;0;0;0;0;0;0;5982900;0;0;0;0;0;0;0;0;0;0;0;339320.7;0;0;339320.7;250000;49186.37;0;0;0;5449.32;0;0;322147.11;17978.37;644761.17
01.633.741/0001-72;2022-01-01;1;859486.04;32495.65;826990.39;0;0;61341759;61341759;13536041.82;47805717.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;233100.8;227085.12;0;6015.68;150.64;11603.48;0;0;0;0;0;0;0;3800;15554.12
01.633.741/0001-72;2022-02-01;1;844000.58;77603.92;766396.66;0;0;61341759;61341759;13536041.82;47805717.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;222856.14;222754.15;0;101.99;150.64;11137.68;0;0;0;0;0;0;0;3800;15088.32
01.633.741/0001-72;2022-03-01;1;831423.13;34822.36;796600.77;0;0;61341759;61341759;13536041.82;47805717.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;218045.65;218045.65;0;0;150.64;11137.68;0;0;0;0;0;0;0;0;11288.32
01.633.741/0001-72;2022-04-01;1;847880.05;23233.5;824646.55;0;0;61341759;61341759;13536041.82;47805717.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;230903.36;230903.36;0;0;150.64;11545.17;0;0;0;0;0;0;0;0;11695.81
01.633.741/0001-72;2022-05-01;1;869319.22;24285.22;845034;0;0;61341759;61341759;13536041.82;47805717.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;242482.31;242482.31;0;0;150.64;12124.12;0;0;0;0;0;0;0;22104;34378.76
01.633.741/0001-72;2022-06-01;1;852828.02;23094.36;829733.66;0;0;61341759;61341759;13536041.82;47805717.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;230061.14;216822.98;0;13238.16;71271.76;10230.2;0;0;0;0;0;0;0;42408;123909.96
01.633.741/0001-72;2022-07-01;1;818998.24;51815.84;767182.4;0;0;61341759;61341759;13536041.82;47805717.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210675.59;204604.02;0;6071.57;150.64;10230.2;0;0;0;0;0;0;0;42411.22;52792.06
01.633.741/0001-72;2022-08-01;1;833472.24;22546.59;810925.65;0;0;61341759;61341759;13536041.82;47805717.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;212789.57;204604.02;0;8185.55;150.64;10230.2;0;0;0;0;0;0;0;37918;48298.84
01.636.325/0001-28;2022-01-01;1;3452353.29;270592.63;0;0;3181760.66;258787757.67;258787757.67;0;258470000;0;0;0;317757.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3017139.92;1935177.07;0;1081962.85;0;34952.33;0;0;0;211559.91;0;0;0;583890.82;830403.06
