CNPJ_Fundo;Data_Referencia;Versao;Data_Informacao_Numero_Cotistas;Total_Numero_Cotistas;Numero_Cotistas_Pessoa_Fisica;Numero_Cotistas_Pessoa_Juridica_Nao_Financeira;Numero_Cotistas_Banco_Comercial;Numero_Cotistas_Corretora_Distribuidora;Numero_Cotistas_Outras_Pessoas_Juridicas_Financeira;Numero_Cotistas_Investidores_Nao_Residentes;Numero_Cotistas_Entidade_Aberta_Previdencia_Complementar;Numero_Cotistas_Entidade_Fechada_Previdência_Complementar;Numero_Cotistas_Regime_Proprio_Previdencia_Servidores_Publicos;Numero_Cotistas_Sociedade_Seguradora_Resseguradora;Numero_Cotistas_Sociedade_Capitalizacao_Arrendamento_Mercantil;Numero_Cotistas_FII;Numero_Cotistas_Outros_Fundos;Numero_Cotistas_Distribuidores_Fundo;Numero_Cotistas_Outros_Tipos;Valor_Ativo;Patrimonio_Liquido;Cotas_Emitidas;Valor_Patrimonial_Cotas;Percentual_Despesas_Taxa_Administracao;Percentual_Despesas_Agente_Custodiante;Percentual_Rentabilidade_Efetiva_Mes;Percentual_Rentabilidade_Patrimonial_Mes;Percentual_Dividend_Yield_Mes;Percentual_Amortizacao_Cotas_Mes
35.755.232/0001-34;2022-04-01;1;2022-04-29;49;;;;;;;;;;;;;;;;110311204.8;106852202.21;96287.86178434;1109.71622206464;8.5E-05;1E-06;-0.001652;-0.001652;0;0
35.755.232/0001-34;2022-05-01;1;2022-05-31;49;;;;;;;;;;;;;;;;108049474.01;106629021;96287.86178434;1107.39836801882;8.5E-05;2E-06;-0.002089;-0.002089;0;0
35.755.232/0001-34;2022-06-01;1;2022-06-30;49;40;;;;;;;;;;;;9;;;107819329.15;106216242.93;96287.86178434;1103.1114510352;8.1E-05;2E-06;-0.003871;-0.003871;0;0
35.755.232/0001-34;2022-07-01;1;2022-07-29;49;;;;;;;;;;;;;;;;107607070.09;106194334.63;96287.86178434;1102.88392183688;8.1E-05;2E-06;-0.000206;-0.000206;0;0
35.755.232/0001-34;2022-08-01;1;2022-08-31;49;;;;;;;;;;;;;;;;107374162.65;105934744.17;96287.86178434;1100.18793861335;8.9E-05;1E-06;-0.002444;-0.002444;0;0
35.765.826/0001-26;2022-01-01;1;2022-01-31;6268;2082;6;;;;;;;;;;13;39;;4128;517100906.66;491699602.74;4824987;101.90692799;9.3E-05;0;0.00713912;0.0011464;0.00599272;0
35.765.826/0001-26;2022-02-01;1;2022-02-25;6762;2051;5;;;;;;;;;;11;40;;4655;518147006.85;491831341.8;4824987;101.93423149;8.5E-05;0;0.00625378;0.00026793;0.00598585;0
35.765.826/0001-26;2022-03-01;1;2022-03-31;7137;2011;6;;;;;;;;;;11;42;;5067;497964468.65;488386140.04;4824987;101.22019811;0.000101;0;-0.00033388;-0.00700484;0.00667096;0
35.765.826/0001-26;2022-04-01;1;2022-04-29;8201;2002;4;;;;;;;;;;11;40;;6144;495208235.83;488502376.91;4824987;101.24428872;0.000453;0;0.01318008;0.000238;0.01294208;0
35.765.826/0001-26;2022-05-01;1;2022-05-31;8688;1970;4;;1;;;;;;;;11;40;;6662;495761556.61;489073625.01;4824987;101.36268243;0.000513;0;0.0082809;0.00116939;0.00711151;0
35.765.826/0001-26;2022-06-01;1;2022-06-30;9088;1956;6;;1;;;;;;;;11;38;;7076;495407696.04;488355728.68;4824987;101.21389523;0.000478;0;0.00563534;-0.00146787;0.00710321;0
35.765.826/0001-26;2022-07-01;1;2022-07-29;9407;1918;6;;1;;;;;;;;11;37;;7434;494095222.15;489002250.79;4824987;101.34788981;0.000458;0;0.00922793;0.00132388;0.00790405;0
35.765.826/0001-26;2022-08-01;1;2022-08-31;9877;1899;6;;1;;;;;;;;11;37;;7923;492815135.24;489178047.14;4824987;101.38432438;0.000518;0;0.00746374;0.0003595;0.00710424;0
35.765.889/0001-82;2022-01-01;3;2022-01-31;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;134577456.88;61528714.91;481675;127.739067;0.000495;0;-0.000447;-0.000279;-0.000168;0
35.765.889/0001-82;2022-02-01;2;2022-02-25;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;135298235.01;61764184.38;481675;128.227922;0.000493;0;0.015653;0.003827;0.011826;0
35.765.889/0001-82;2022-03-01;1;2022-03-31;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;135847384.83;61764893.24;481675;128.229394;0.000493;0;0.009013;1.1E-05;0.009002;0
35.765.889/0001-82;2022-04-01;1;2022-04-29;1;;;;;;;;;;;;;1;;;135728472.32;61689777.32;481675.11984;128.073414588015;0.00042;0;-0.001087;-0.001087;0;0
35.765.889/0001-82;2022-05-01;1;2022-05-31;1;;;;;;;;;;;;;1;;;137230764.32;63184069.32;481675.11984;131.175696475641;0.00013;0;0.024222;0.024222;0;0
35.765.889/0001-82;2022-06-01;1;2022-06-30;1;;;;;;;;;;;;;1;;;137843222.46;63796527.46;481675.11984;132.447213551722;0.00053;0;0.009693;0.009693;0;0
35.765.889/0001-82;2022-07-01;1;2022-07-29;1;;;;;;;;;;;;;1;;;139130189.8;65137007;481675.11984;135.230167216519;0.00012;0;0.021011;0.021011;0;0
35.765.889/0001-82;2022-08-01;1;2022-08-31;1;;;;;;;;;;;;;1;;;139780141.73;65786293.69;481675.11984;136.578143608191;0.00012;0;0.009968;0.009968;0;0
35.765.907/0001-26;2022-01-01;1;2022-01-31;2;0;0;;;;;;;;;;;2;;;1750296262.24;1621825646.17;16952888.363;95.70455619;0.000137;0;0.00309194;0.00309194;0;0
35.765.907/0001-26;2022-02-01;1;2022-02-25;2;0;0;;;;;;;;;;;2;;;1764954713.9;1564119071.58;17456097.8811;89.60301908;0.000129;0;0.0005377;0.0005377;0;-0.935708
35.765.907/0001-26;2022-03-01;1;2022-03-31;2;0;0;;;;;;;;;;;2;;;1799385190.18;1574918749.25;17456097.8811;90.22169559;0.000144;0;0.01927809;0.00690464;0.01237345;0
35.765.907/0001-26;2022-04-01;1;2022-04-29;2;0;0;;;;;;;;;;;2;;;1784907890.04;1572127062.04;17574453.7405;89.45524483;0.00027;0;0.0107799;-0.00849519;0.01927509;0
35.765.907/0001-26;2022-05-01;1;2022-05-31;2;0;0;;;;;;;;;;;2;;;1790320206.45;1579964792.56;17646792.2295;89.53269081;0.000145;0;0.00586525;0.00086575;0.0049995;0
35.765.907/0001-26;2022-06-01;1;2022-06-30;2;0;0;;;;;;;;;;;2;;;1880388685.95;1677385496.42;17693648.9036;94.80155877;0.00013;0;0.06443359;0.05884854;0.00558505;0
35.765.907/0001-26;2022-07-01;1;2022-07-29;2;0;0;;;;;;;;;;;2;;;1877595618;1677415377.76;17723469.1985;94.64373814;0.000138;0;0.00293947;-0.00166475;0.00460422;0
35.765.907/0001-26;2022-08-01;1;2022-08-31;2;0;0;;;;;;;;;;;2;;;1876666115.81;1679462002.58;17833190.1925;94.17619531;0.000151;0;-0.00150542;-0.00494003;0.00343461;0
35.819.314/0001-03;2022-01-01;1;2022-01-31;1;0;0;;;;;;;;;;;1;;;164754100.85;122363011.93;773674436.8085;0.15815827;0;0;-0.01093567;-0.01093567;0;0
35.819.314/0001-03;2022-02-01;1;2022-02-25;1;0;0;;;;;;;;;;;1;;;164864313.23;123270213.45;786238149.0818;0.15678483;0;0;-0.00868396;-0.00868396;0;0
35.819.314/0001-03;2022-03-01;1;2022-03-31;1;0;0;;;;;;;;;;;1;;;165019287.66;124205837.71;803029040.5881;0.15467166;0;0;-0.01347815;-0.01347815;0;0
35.819.314/0001-03;2022-04-01;1;2022-04-29;1;0;0;;;;;;;;;;;1;;;167462359.61;127457906.53;829151176.9143;0.15372095;0;0;-0.00614663;-0.00614663;0;0
35.819.314/0001-03;2022-05-01;1;2022-05-31;1;0;0;;;;;;;;;;;1;;;147680954.54;131842794.02;851730698.5045;0.15479399;0;0;0.00698044;0.00698044;0;0
35.819.314/0001-03;2022-06-01;1;2022-06-30;1;0;0;;;;;;;;;;;1;;;160970974.57;133033883.69;861437986.2443;0.15443234;0;0;-0.00233633;-0.00233633;0;0
35.819.314/0001-03;2022-07-01;1;2022-07-29;1;0;0;;;;;;;;;;;1;;;142076553.95;127071167.79;861437986.2443;0.14751052;0;0;0.03410621;0.03410621;0;-0.921073
35.819.314/0001-03;2022-08-01;1;2022-08-31;1;0;0;;;;;;;;;;;1;;;142160614.56;127171163.01;870508738.8511;0.14608832;0;0;-0.00964135;-0.00964135;0;0
35.820.768/0001-96;2022-01-01;2;2022-01-31;18;11;4;;;1;;;;;;;;2;;;25156344.88;25106436.56;20775;1208.4927345367;0.000896;;-0.000985;-0.000985;;
35.820.768/0001-96;2022-02-01;2;2022-02-25;23;20;;;;1;;;;;;;;2;;;25278320.89;25205817.83;20775;1213.27642984356;0.000893;;0.003958;0.003958;;
35.820.768/0001-96;2022-03-01;1;2022-03-31;22;19;;;;1;;;;;;;;2;;;25151767.82;25079336.22;20775;1207.18826570397;0.000897;;-0.001051;-0.001051;;
35.820.768/0001-96;2022-04-01;1;2022-04-29;24;21;;;;1;;;;;;;;2;;;25151021.68;25053111.89;20775;1205.92596341757;0.000898;;-0.001046;-0.001046;;
35.820.768/0001-96;2022-05-01;1;2022-05-31;37;29;5;;;1;;;;;;;;2;;;25275235.9;25154716.55;20775;1210.8166811071;0.000894;;0.004056;0.004056;;
35.820.768/0001-96;2022-06-01;1;2022-06-30;38;30;5;;;1;;;;;;;;2;;;26027193.43;25884380.22;21407;1209.15495959266;0.000869;;-0.001372;-0.001372;;
35.820.768/0001-96;2022-07-01;1;2022-07-29;37;29;5;;;1;;;;;;;;2;;;29858344.92;29691079.51;24740;1200.12447493937;0.000824;;-0.005351;-0.005351;;
35.820.768/0001-96;2022-08-01;1;2022-08-31;37;29;5;;;1;;;;;;;;2;;;30461553.75;30429676.69;25358;1200.00302429214;0.000885;;-0.000101;-0.000101;;
35.864.448/0001-38;2022-01-01;1;2022-01-31;44699;;;;;;;;;;;;;;;;799116164.34;708642133.38;7936528;89.2886830840892;0.00112;6.7E-05;0.000712;-0.013104;0.013816;0
35.864.448/0001-38;2022-02-01;1;2022-02-25;48479;;;;;;;;;;;;;;;;792248902.86;703260649.36;7936528;88.6106178117182;0.000982;6.1E-05;0.003606;-0.007594;0.0112;0
35.864.448/0001-38;2022-03-01;1;2022-03-31;50616;50374;206;0;1;0;5;0;1;0;0;0;18;10;0;1;1207664695.87;1194397975.18;13275794;89.9681009798736;0.00083;5.2E-05;0.025023;0.01532;0.009703;0
35.864.448/0001-38;2022-04-01;1;2022-04-29;59143;;;;;;;;;;;;;;;;1206330036.86;1189690747.92;13275794;89.6135287968464;0.000953;6.1E-05;0.00873;-0.003941;0.012671;0
35.864.448/0001-38;2022-05-01;1;2022-05-31;63527;;;;;;;;;;;;;;;;1313798344.97;1187259742.46;13275794;89.4304131609755;0.001089;7E-05;0.013022;-0.002043;0.015065;0
35.864.448/0001-38;2022-06-01;1;2022-06-30;66648;66325;277;0;1;0;7;0;1;0;0;0;23;11;0;3;1302019886.12;1178095205.05;13275794;88.7400938166109;0.001046;6.8E-05;0.004469;-0.007719;0.012188;0
35.864.448/0001-38;2022-07-01;1;2022-07-29;68604;;;;;;;;;;;;;;;;1294675829.4;1171973199;13275794;88.2789533341659;0.001042;6.7E-05;0.005058;-0.005197;0.010255;0
35.864.448/0001-38;2022-08-01;1;2022-08-31;71108;;;;;;;;;;;;;;;;1299627141.45;1178257357.98;13275794;88.7523079960415;0.001079;7.4E-05;0.013291;0.005362;0.007929;0
35.880.201/0001-05;2022-01-01;1;2022-01-31;1;0;0;;;;;;;;;;;;;1;303593000.95;228554116.7;268873257.2868;0.85004407;0;0;-0.00702415;-0.00702415;0;0
35.880.201/0001-05;2022-02-01;1;2022-02-25;1;0;0;;;;;;;;;;;;;1;302468779.98;229606442.59;271126762.4607;0.84686012;0;0;-0.00374563;-0.00374563;0;0
35.880.201/0001-05;2022-03-01;1;2022-03-31;1;0;0;;;;;;;;;;;;;1;301963174.72;233009374.26;278482847.2366;0.83670997;0;0;-0.01198563;-0.01198563;0;0
35.880.201/0001-05;2022-04-01;1;2022-04-29;1;0;0;;;;;;;;;;;;;1;300744352.76;238562009.69;286056697.5661;0.83396757;0;0;-0.0032776;-0.0032776;0;0
35.880.201/0001-05;2022-05-01;1;2022-05-31;1;0;0;;;;;;;;;;;;;1;314642114.35;252707750;286776734.2563;0.88120032;0;0;0.0566362;0.0566362;0;0
35.880.201/0001-05;2022-06-01;1;2022-06-30;1;0;0;;;;;;;;;;;;;1;316224034.81;264499589.57;296710252.6644;0.89144068;0;0;0.01162092;0.01162092;0;0
35.880.201/0001-05;2022-07-01;1;2022-07-29;1;0;0;;;;;;;;;;;;;1;346588960.54;293604456.04;329816990.6477;0.89020416;0;0;-0.0013871;-0.0013871;0;0
35.880.201/0001-05;2022-08-01;1;2022-08-31;1;0;0;;;;;;;;;;;;;1;356542127.59;303840014.66;341972407.3749;0.88849278;0;0;-0.00192246;-0.00192246;0;0
35.940.506/0001-65;2022-01-01;1;2022-01-31;1;;;;;;;;;;;;;1;;;81258.07;49258.07;1435.8447;34.3059872700718;0.64964;0;-0.889949;-0.889949;0;
35.940.506/0001-65;2022-02-01;1;2022-02-25;1;;;;;;;;;;;;;1;;;49691.25;17691.25;1435.8447;12.3211444803188;0.76309;0;-0.6408;-0.6408;0;
35.940.506/0001-65;2022-03-01;1;2022-03-31;1;;;;;;;;;;;;;1;;;132337.24;100337.24;445150.40034537;0.225400763252495;0.31893;0;-0.9817;-0.9817;0;
35.940.506/0001-65;2022-04-01;1;2022-04-30;1;;;;;;;;;;;;;1;;;101139.81;69139.81;445150.40034537;0.155317865481774;0.46283;0;-0.310925;-0.310925;0;
35.940.506/0001-65;2022-05-01;1;2022-05-31;1;;;;;;;;;;;;;1;;;69579.87;37579.87;445150.40034537;0.084420613731547;0.35923;0;-0.456466;-0.456466;0;
35.940.506/0001-65;2022-06-01;1;2022-06-30;1;;;;;;;;;;;;;1;;;37578.21;5578.21;445150.40034537;0.0125310681416262;1;0;-0.851564;-0.851564;0;
35.940.506/0001-65;2022-07-01;1;2022-07-31;1;;;;;;;;;;;;;1;;;87291.07;55291.07;48193216234.7377;1.14727910523113E-06;1;0;-1;-1;0;
35.940.506/0001-65;2022-08-01;1;2022-08-31;1;;;;;;;;;;;;;1;;;52795.54;20795.54;48193216234.7377;4.31503469258202E-07;1;0;-0.622807;-0.622807;0;
36.098.375/0001-83;2022-01-01;1;2022-01-31;52;0;;1;;;;;;;;;;;;;103921883.71;103256976.12;775015;133.23222921;0.000213;0;0.00593378;4.26E-06;0.00592952;0
36.098.375/0001-83;2022-02-01;1;2022-02-25;52;52;0;1;;;;;;;;;;;;;103942419.9;103251803.65;775015;133.22555518;0.000242;0;0.00587941;-5.009E-05;0.0059295;0
36.098.375/0001-83;2022-03-01;1;2022-03-31;52;51;0;1;;;;;;;;;;;;;103937995.95;103255153.58;775015;133.22987759;0.000242;0;0.00596223;3.244E-05;0.00592979;0
36.098.375/0001-83;2022-04-01;1;2022-04-29;52;51;0;1;;;;;;;;;;;;;103941765.46;103259336.82;775015;133.23527521;0.000242;0;0.00589505;4.051E-05;0.00585454;0
36.098.375/0001-83;2022-05-01;1;2022-05-31;52;51;0;1;;;;;;;;;;;;;103924852.93;103262686.68;775015;133.23959753;0.000242;0;0.00588675;3.244E-05;0.00585431;0
36.098.375/0001-83;2022-06-01;2;2022-06-30;52;51;1;;;;;;;;;;;;;;104007836.49;103339905.74;775015;133.3392331;0.000242;0;0.00660191;0.00074779;0.00585412;0
36.098.375/0001-83;2022-07-01;1;2022-07-29;52;51;;1;;;;;;;;;;;;;104088026.74;103340121.81;775015;133.33951189;0.000242;0;0.00585183;2.09E-06;0.00584974;0
36.098.375/0001-83;2022-08-01;1;2022-08-31;52;51;;1;;;;;;;;;;;;;104819788.73;104071243.95;775015;134.28287704;0.00024;0;0.0136746;0.00707491;0.00659969;0
36.200.654/0001-06;2022-01-01;1;2022-01-31;21;;;;;;;;;;;;;;;;83773853.08;83326565.48;683526.400397;121.906872114381;0.00719248614508876;;-0.006075;-0.006075;;
36.200.654/0001-06;2022-02-01;1;2022-02-25;20;;;;;;;;;;;;;;;;83430641.92;83019039.25;683526.40003972;121.456960909155;0.00440834022299288;;-0.003548;-0.003548;;
36.200.654/0001-06;2022-03-01;1;2022-03-31;20;6;5;;;;;1;;;;;2;6;;;83142321.89;82666684.9;683526.40003972;120.941466043149;0.00518085414747955;;0.00101;0.00101;;
36.200.654/0001-06;2022-04-01;1;2022-04-29;20;;;;;;;;;;;;;;;;82853779.58;82323875.94;683526.40003972;120.439936094957;0.00451640494029927;;0.000395;0.000395;;
36.200.654/0001-06;2022-05-01;1;2022-05-31;20;;;;;;;;;;;;;;;;99926531.79;99180392.93;854408.00014896;116.080833644709;0.00522952138834876;;-0.044923;-0.044923;;
36.200.654/0001-06;2022-06-01;1;2022-06-30;91;41;;1;;;;;1;;;;4;21;23;;99281570.85;98735935.39;854408;115.560640104025;0.00416206762387771;;-0.002168;-0.002168;;
36.200.654/0001-06;2022-07-01;1;2022-07-29;98;;;;;;;;;;;;;;;;122632624.74;98476924.95;854408.00014896;115.257493999156;0.00417301454334252;;0.001229;0.001229;;
36.200.654/0001-06;2022-08-01;1;2022-08-31;99;;;;;;;;;;;;;;;;122314511.39;98240952.18;854408.00014896;114.98131122704;0.00458142251283705;;0.001229;0.001229;;
36.200.677/0001-10;2022-01-01;1;2022-01-31;74;;;;;;;;;;;;;;;;1394124935.9;702532554.18;7173000;97.9412455290673;0.00058341999607179;;0.000392;-0.006707;0.007099;
36.200.677/0001-10;2022-02-01;1;2022-02-25;77;;;;;;;;;;;;;;;;1395601749.68;699410585.54;7173000;97.5060066276314;0.000527309376816556;;0.002704;-0.004443;0.007147;
36.200.677/0001-10;2022-03-01;1;2022-03-31;83;57;1;;1;;;;;;;;9;15;;;1395861984.27;693451892.75;7173000;96.675295239091;0.000607832900743471;;-0.001278;-0.008519;0.007241;
36.200.677/0001-10;2022-04-01;1;2022-04-29;86;;;;;;;;;;;;;;;;1396211688.07;686120716.23;7173000;95.6532435842744;0.000529725048963779;;-0.003331;-0.010572;0.007241;
36.200.677/0001-10;2022-05-01;1;2022-05-31;86;;;;;;;;;;;;;;;;1395650643.85;675663743.88;7173000;94.1954194730238;0.000613629980527171;;-0.007922;-0.01524;0.007318;
36.200.677/0001-10;2022-06-01;1;2022-06-30;87;59;1;;;;;;;;;;9;18;;;1395891895.3;670658370.66;7173000;93.4976119698871;0.000583396878525438;;2.3E-05;-0.007408;0.007431;
36.200.677/0001-10;2022-07-01;1;2022-06-30;94;;;;;;;;;;;;;;;;1395996666.35;666861902.66;7173000;92.9683399776941;0.000583491782103479;;0.00183;-0.00566;0.00749;
36.200.677/0001-10;2022-08-01;1;2022-08-31;97;;;;;;;;;;;;;;;;1395850752.07;666682130.07;7173000;92.9432775784191;0.000754281819354;;0.00726;-0.000269;0.007529;
36.200.701/0001-11;2022-01-01;1;2022-01-31;2;;;;;;;;;;;;;;;;19240222.12;9716393.27;98747.0582;98.39678717639;0.000305766517337219;;-0.000273;-0.000273;;
36.200.701/0001-11;2022-02-01;1;2022-02-25;2;;;;;;;;;;;;;;;;21241839.2;9713423.59;98747.0582;98.3667135716252;0.000502286341658451;;-0.000305;-0.000305;;
36.200.701/0001-11;2022-03-01;1;2022-03-31;2;;;;;;1;;;;;;;1;;;21235185.91;9704633.75;98747.0582;98.2776998818989;0.000516959230944702;;-0.000904;-0.000904;;
36.200.701/0001-11;2022-04-01;1;2022-04-29;2;;;;;;;;;;;;;;;;21230614.27;9700521.68;98747.0582;98.2360574261644;0.000296657241221691;;-0.000423;-0.000423;;
36.200.701/0001-11;2022-05-01;1;2022-05-31;2;;;;;;;;;;;;;;;;21218493.04;9688242.07;98747.0582;98.1117032405934;0.000311238094404881;;-0.001265;-0.001265;;
36.200.701/0001-11;2022-06-01;1;2022-06-30;2;;;;;;1;;;;;;;1;;;48803026.56;46770668.82;469760.1875;99.5628622104124;9.95923324921142E-05;;0.01479;0.01479;;
36.200.701/0001-11;2022-07-01;1;2022-07-29;2;;;;;;;;;;;;;;;;48798198.11;46760707.73;469760.1875;99.5416575824659;0.000142780559236844;;-0.000212;-0.000212;;
36.200.701/0001-11;2022-08-01;1;2022-08-31;2;;;;;;;;;;;;;;;;70180606.38;46785341.9;469760.1875;99.5940974670187;0.000151938827660892;;0.000526;0.000526;;
36.244.015/0001-42;2022-01-01;1;2022-01-31;50847;;;;;;;;;;;;;;;;295777505.61;295524402.81;29864091;9.89564366;0.000823;0;0.01515657;0.00307384;0.01208273;0
36.244.015/0001-42;2022-02-01;1;2022-02-25;53697;;;;;;;;;;;;;;;;296551658.9;296322696.74;29864091;9.92237456;0.000745;0;0.01381728;0.00270128;0.011116;0
36.244.015/0001-42;2022-03-01;1;2022-03-31;58139;58062;61;;1;3;;;;;;;10;2;;;299529183.84;299030177.86;29864091;10.01303465;0.000822;0;0.02123081;0.00913693;0.01209388;0
36.244.015/0001-42;2022-04-01;2;2022-04-29;62514;;;;;;;;;;;;;;;;304624014.25;303230956.2;29864091;10.15369784;0.000693;0;0.02503369;0.01404801;0.01098568;0
36.244.015/0001-42;2022-05-01;1;2022-05-31;66281;;;;;;;;;;;;;;;;312139576.99;309775483.06;29864091;10.37284152;0.000737;0;0.03241614;0.02158265;0.01083349;0
36.244.015/0001-42;2022-06-01;1;2022-06-30;70135;70059;61;;;2;;;;;;;11;1;;1;313317637.74;310720349.54;29864091;10.4044804;0.000733;0;0.01461884;0.00305017;0.01156867;0
36.244.015/0001-42;2022-07-01;1;2022-07-29;76468;;;;;;;;;;;;;;;;312259885;312012494.54;29864091;10.44774792;0.000731;0;0.01761429;0.00415855;0.01345574;0
36.244.015/0001-42;2022-08-01;1;2022-08-31;82271;;;;;;;;;;;;;;;;315690359.39;315423895.12;29864091;10.56197877;0.000774;0;0.01763355;0.01093354;0.00670001;0
36.258.924/0001-30;2022-01-01;2;2022-01-31;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;94735253.7;127979.93;101.288206;1263.52252699589;0.1019;0;0.329357;0.329357;;
36.258.924/0001-30;2022-02-01;2;2022-02-25;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;94639558.3;84284.53;101.288206;832.125805446687;0.08898;0;0.145183;0.145183;;
36.258.924/0001-30;2022-03-01;2;2022-03-31;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;94090608.52;111543.49;101.288206;1101.24855010266;0.06724;0;0.06724;0.06724;;
36.258.924/0001-30;2022-04-01;1;2022-04-29;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;94009083.46;91101.72;101.288206;899.430680014216;0.08233;0;-0.183263;-0.183263;;
36.258.924/0001-30;2022-05-01;1;2022-05-31;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;93849958.64;82318.45;101.288206;812.715055887158;0.09111;0;0.09111;0.09111;;
36.258.924/0001-30;2022-06-01;1;2022-06-30;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;93669212.77;84512.39;101.288206;834.375425703561;0.08874;0;0.08874;0.08874;;0
36.258.924/0001-30;2022-07-01;1;2022-07-29;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;93456419.73;87129.82;101.288206;860.216835117013;0.01657;0;0.01657;0.01657;;0
36.258.924/0001-30;2022-08-01;1;2022-08-31;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;93294334.73;87560.81;101.288206;864.471920847329;0.01755;0;0.01755;0.01755;;0
36.293.425/0001-83;2022-01-01;1;2022-01-31;5493;5486;5;1;;;;;;;;;;1;;;72943533.95;72433178.98;900494;80.43715891;0.0002526915;0;-0.027119802;-0.0334881433;0.0063683413;0
36.293.425/0001-83;2022-02-01;1;2022-02-25;5449;5442;5;1;;;;;;;;;;1;;;71271682.96;70730741.03;900494;78.5465989;0.0002295493;0;-0.0166659294;-0.0235035652;0.0068376358;0
36.293.425/0001-83;2022-03-01;1;2022-03-31;5389;5382;4;2;;;;;;;;;;1;;;72109817.91;71550750.67;900494;79.45722089;0.0002576525;0;0.0185956109;0.0115933981;0.0070022128;0
36.293.425/0001-83;2022-04-01;1;2022-04-29;5340;5333;4;2;;;;;;;;;;1;;;72558501.9;71993386.28;900494;79.94876843;0.000227;0;0.0132341344;0.0061863168;0.0070478176;0
36.293.425/0001-83;2022-05-01;1;2022-05-31;5272;5265;4;2;;;;;;;;;;1;;;71495464.3;70959417.68;900494;78.80054468;0.0002611514;0;-0.0076076688;-0.0143619942;0.0067543254;0
36.293.425/0001-83;2022-06-01;1;2022-06-30;5208;5201;4;2;;;;;;;;;;1;;;70030899.25;69231038.11;900494;76.88117645;0.000254;0;-0.0176314547;-0.0243572965;0.0067258418;0
36.293.425/0001-83;2022-07-01;1;2022-07-29;5158;5151;4;2;;;;;;;;;;1;;;70187190.81;69574525.62;900494;77.26261987;0.000248;0;0.0130258597;0.004961467;0.0080643927;0
36.293.425/0001-83;2022-08-01;1;2022-08-31;5193;5186;4;2;;;;;;;;;;1;;;77904795.23;77364892.19;900494;85.91383417;0.000259;0;0.11999612;0.11197154;0.00802458;0
36.312.025/0001-78;2022-01-01;1;2022-01-31;1;;;;;;;;;;;;;;;;27521151.51;27439704.42;27448.31219118;999.68640071127;0.00142129810886644;;-0.00094;-0.00094;;
36.312.025/0001-78;2022-02-01;1;2022-02-25;1;;;;;;;;;;;;;;;;27514654.92;27428157.43;27483.3555;997.991581850331;0.00142189646167566;;-0.001695;-0.001695;;
36.312.025/0001-78;2022-03-01;1;2022-03-31;1;;;;;;;;;;;;;1;;;27524282.99;27431937.68;27513.41849042;997.03850648554;0.00142170051765734;;-0.000954;-0.000954;;
36.312.025/0001-78;2022-04-01;1;2022-04-29;1;;;;;;;;;;;;;;;;27586091.07;27468695.37;27513.41849042;998.374497867811;0.00145620312363601;;0.001339;0.001339;;
36.312.025/0001-78;2022-05-01;1;2022-05-31;1;;;;;;;;;;;;;;;;35189895.53;35050500.09;35073.41849042;999.346559263214;0.0022538908088943;;0.000973;0.000973;;
36.312.025/0001-78;2022-06-01;1;2022-06-30;1;;;;;;;;;;;;;1;;;35212598.22;35068405.32;35073.4184;999.857068964797;0.00225274001709297;;0.00051;0.00051;;
36.312.025/0001-78;2022-07-01;1;2022-07-29;1;;;;;;;;;;;;;;;;45019138.38;42705111.5;42683.41849042;1000.50823037018;0.00190221983145975;;0.000651;0.000651;;
36.312.025/0001-78;2022-08-01;1;2022-08-31;1;;;;;;;;;;;;;;;;45028636.63;42709243.67;42683.41849042;1000.60504009504;0.00190465185074536;;9.6E-05;9.6E-05;;
36.312.772/0001-06;2022-01-01;1;2022-01-31;2303;2294;7;1;;;;;;;;;;1;;;67298976.22;66511511.83;748151;88.90118683;0.0002525509;0;0.0053594541;-0.0059340577;0.0112935118;0
36.312.772/0001-06;2022-02-01;1;2022-02-25;2364;2357;5;1;;;;;;;;;;1;;;66320015.5;65564829.02;748151;87.63582354;0.0002289183;0;-0.0035473462;-0.0142333678;0.0106860216;0
36.312.772/0001-06;2022-03-01;1;2022-03-31;2409;2401;5;2;;;;;;;;;;1;;;66467772.08;65716937.61;748151;87.83913623;0.0002613518;0;0.0128179624;0.0023199724;0.01049799;0
36.312.772/0001-06;2022-04-01;1;2022-04-29;2446;2438;5;2;;;;;;;;;;1;;;66191760.13;65369101.29;748151;87.37420827;0.000228;0;0.0063191882;-0.0052929478;0.011612136;0
36.312.772/0001-06;2022-05-01;1;2022-05-31;2460;2451;6;2;;;;;;;;;;1;;;66933879.33;65492720.72;748151;87.53944153;0.000261;0;0.0135650243;0.0018910988;0.0116739255;0
