CNPJ_Fundo;Data_Referencia;Versao;Data_Informacao_Numero_Cotistas;Total_Numero_Cotistas;Numero_Cotistas_Pessoa_Fisica;Numero_Cotistas_Pessoa_Juridica_Nao_Financeira;Numero_Cotistas_Banco_Comercial;Numero_Cotistas_Corretora_Distribuidora;Numero_Cotistas_Outras_Pessoas_Juridicas_Financeira;Numero_Cotistas_Investidores_Nao_Residentes;Numero_Cotistas_Entidade_Aberta_Previdencia_Complementar;Numero_Cotistas_Entidade_Fechada_Previdência_Complementar;Numero_Cotistas_Regime_Proprio_Previdencia_Servidores_Publicos;Numero_Cotistas_Sociedade_Seguradora_Resseguradora;Numero_Cotistas_Sociedade_Capitalizacao_Arrendamento_Mercantil;Numero_Cotistas_FII;Numero_Cotistas_Outros_Fundos;Numero_Cotistas_Distribuidores_Fundo;Numero_Cotistas_Outros_Tipos;Valor_Ativo;Patrimonio_Liquido;Cotas_Emitidas;Valor_Patrimonial_Cotas;Percentual_Despesas_Taxa_Administracao;Percentual_Despesas_Agente_Custodiante;Percentual_Rentabilidade_Efetiva_Mes;Percentual_Rentabilidade_Patrimonial_Mes;Percentual_Dividend_Yield_Mes;Percentual_Amortizacao_Cotas_Mes
18.730.914/0001-73;2022-04-01;1;2022-04-29;1;;1;;;;;;;;;;;;;;45562969.51;45212633.22;55.1165906;820308.961926248;0.001497;;0.001946;0.001946;;
18.730.914/0001-73;2022-05-01;1;2022-05-31;1;;1;;;;;;;;;;;;;;45377592.59;44955199.55;55.1165906;815638.250853637;0.001734;;0.002053;0.002053;;
18.730.914/0001-73;2022-06-01;2;2022-06-30;1;;1;;;;;;;;;;;;;;42523927.13;42035021.8;55.1165906;762656.422365864;0.001722;;0.065182;0.065182;;
18.730.914/0001-73;2022-07-01;2;2022-07-29;1;;1;;;;;;;;;;;;;;42510114.72;41957786.96;55.1165906;761255.12306271;0.001652;;6.9E-05;6.9E-05;;
18.730.914/0001-73;2022-08-01;1;2022-08-31;1;;1;;;;;;;;;;;;;;42509782.78;41887577.36;55.1165906;759981.285199451;0.001809;;-0.000689;-0.000689;;
18.874.954/0001-99;2022-01-01;1;2022-01-31;1;;;;;;;;;;;;;;;;237000000;-1231068.85;0.584946;-2104585.46600883;0;;-0.016202;-0.016202;;
18.874.954/0001-99;2022-02-01;1;2022-02-25;1;;;;;;;;;;;;;;;;237000036.77;-1252519.02;0.584946;-2141255.80822845;0;;-0.017424;-0.017424;;
18.874.954/0001-99;2022-03-01;1;2022-03-31;1;;;;;;;;;;;;;1;;;237000000;-1272209.06;0.584946;-2174917.10345912;0;;-0.01572;-0.01572;;
18.874.954/0001-99;2022-04-01;1;2022-04-29;1;;;;;;;;;;;;;;;;237000036.77;-1291719.28;0.584946;-2208270.98569783;0;;-0.015335;-0.015335;;
18.874.954/0001-99;2022-05-01;1;2022-05-31;1;;;;;;;;;;;;;;;;237001864.76;-1311424.5;0.584946;-2241958.23204193;0;;-0.015255;-0.015255;;
18.874.954/0001-99;2022-06-01;1;2022-06-30;1;;;;;;;;;;;;;1;;;237001634.64;-1331056.68;0.5849;-2275699.57257651;0;;-0.01497;-0.01497;;
18.874.954/0001-99;2022-07-01;1;2022-07-29;1;;;;;;;;;;;;;;;;237001335.98;-1350688.9;0.5849;-2309264.66062575;-0.938503351882141;;-0.014749;-0.014749;;
18.874.954/0001-99;2022-08-01;1;2022-08-31;1;;;;;;;;;;;;;;;;237001079.26;-1370439.3;0.584946;-2342847.54490158;-0.938383487688949;;-0.014622;-0.014622;;
18.874.965/0001-79;2022-01-01;1;2022-01-31;53;49;4;;;;;;;;;;;;;;176019473.85;175670277.48;166750;1053.49491742129;0.0002;0;0.012328;0.003445;0.008883;
18.874.965/0001-79;2022-02-01;1;2022-02-25;53;49;4;;;;;;;;;;;;;;176374107.78;175637354.8;166750;1053.29748005997;0.0004;0;0.003445;0.003445;;
18.874.965/0001-79;2022-03-01;1;2022-03-31;53;49;4;;;;;;;;;;;;;;176058206.07;175743314.89;166750;1053.93292287856;0.0004;0;0.003445;0.003445;;
18.874.965/0001-79;2022-04-01;1;2022-04-29;53;49;4;;;;;;;;;;;;;;176052821.15;175790351.35;166750;1054.2150005997;0.0004;0;0.003445;0.003445;;
18.874.965/0001-79;2022-05-01;1;2022-05-31;53;49;4;;;;;;;;;;;;;;176038175.63;175838519.79;166750;1054.5038668066;0.0004;0;0.003445;0.003445;;
18.874.965/0001-79;2022-06-01;1;2022-06-30;53;49;4;;;;;;;;;;;;;;175930391.91;175743874.77;166750;1053.93628047976;0.0004;0;0.003445;0.003445;;
18.874.965/0001-79;2022-07-01;1;2022-07-29;53;49;4;;;;;;;;;;;;;;175917108.51;175860073.65;166750;1054.63312533733;0.0004;0;0.003445;0.003445;;
18.874.965/0001-79;2022-08-01;1;2022-08-31;53;49;4;;;;;;;;;;;;;;175969761.66;175913727.4;166750;1054.95488695652;0.0004;0;0.003445;0.003445;;
18.929.353/0001-36;2022-01-01;1;2022-01-31;2;;;;;;;;;;;;;;;;65812330.63;30663359.05;43475.48685724;705.302258044607;0.001245828284426;;0.054141;0.054141;;
18.929.353/0001-36;2022-02-01;1;2022-02-25;2;;;;;;;;;;;;;;;;66397453.01;31648913.52;43592.4868;726.017620082183;0.000402344301391361;;0.02937;0.02937;;
18.929.353/0001-36;2022-03-01;1;2022-03-31;3;;;;;;;;;;;;;3;;;67112931.62;32078555.06;43692.48685724;734.189270682002;0.000396955535440504;;0.011255;0.011255;;
18.929.353/0001-36;2022-04-01;1;2022-04-29;3;;;;;;;;;;;;;;;;67140112.86;32497184.45;43798.48685724;741.97048304257;0.000391841946172048;;0.010598;0.010598;;
18.929.353/0001-36;2022-05-01;1;2022-05-31;3;;;;;;;;;;;;;;;;66470344.09;33030404.9;43880.4868;752.735607755382;0.000385516315605323;;0.014508;0.014508;;
18.929.353/0001-36;2022-06-01;1;2022-06-30;3;;;;;;;;;;;;;3;;;66488737.47;33211129.41;43940.4868;755.820698144837;0.00076683691438484;;0.004098;0.004098;;
18.929.353/0001-36;2022-07-01;1;2022-07-29;3;;;;;;;;;;;;;;;;67867876.86;33459308.09;44010.48685724;760.257622201144;0.000448791109475689;;0.00587;0.00587;;
18.929.353/0001-36;2022-08-01;1;2022-08-31;3;;;;;;;;;;;;;;;;66494779.37;33810039.25;44068.4868;767.215797616178;0.00131787128877705;;0.009152;0.009152;;
18.950.957/0001-64;2022-01-01;1;2022-01-31;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2566486727.77;1351578937.85;188516.6421308;7169.54706265255;0.000198719302070151;0.000208533243680422;0.002705;0.002705;0;0
18.950.957/0001-64;2022-02-01;1;2022-02-25;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2593910188.65;1362137458.37;188516.6421308;7225.55548928618;0.000198719302070151;0.000188114693143104;0.007812;0.007812;0;0
18.950.957/0001-64;2022-03-01;1;2022-03-31;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2431211142.49;1196693494.98;188516.6421308;6347.94616249152;0.000198719302070151;0.000218259145801043;0.004708;0.004708;0;0
18.950.957/0001-64;2022-04-01;1;2022-04-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2440288255.8;1199957869.63;188516.6421308;6365.2622711019;0.000198719302070151;0;0.002728;0.002728;0;0
18.950.957/0001-64;2022-05-01;1;2022-05-31;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2451336490.97;1197972445.3;188516.6421308;6354.73044586059;0.000219671930712979;0;0.000432;0.000432;0;0
18.950.957/0001-64;2022-06-01;1;2022-06-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2459479342.3;1182520939.88;188516.6421308;6272.76683116137;0.000212235810408117;0;-0.012898;-0.012898;0;0
18.950.957/0001-64;2022-07-01;1;2022-07-29;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2430935830.75;1161233670.87;188516.6421308;6159.84699146239;0.000209724550802544;0;0.010874;0.010874;0;0
18.950.957/0001-64;2022-08-01;1;2022-08-31;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2424553648.36;1201173395.38;188516.6421308;6371.71011430694;0.000223469210217632;0;0.011039;0.011039;0;0
18.979.895/0001-13;2022-01-01;1;2022-01-31;145003;144419;508;0;1;0;6;0;2;0;0;0;33;33;0;1;3219641260.13;2627597253.52;27972629;93.934583;0.000901;0;0.003941;-0.005933;0.009874;0
18.979.895/0001-13;2022-02-01;1;2022-02-25;149925;149339;506;0;2;0;5;0;2;0;0;0;32;38;0;1;3129888957.16;2587635730.04;27972629;92.50599;0.000914;0;-0.003883;-0.015208;0.011325;0
18.979.895/0001-13;2022-03-01;1;2022-03-31;155364;154772;508;0;1;0;4;0;1;0;2;0;31;40;0;5;3108662511.03;2612266966.14;27972629;93.386537;0.000892;0;0.021382;0.009519;0.011863;0
18.979.895/0001-13;2022-04-01;1;2022-04-29;163235;162595;531;1;1;4;5;0;3;0;1;0;41;51;0;2;3133142833.53;2645082429.58;28585043;92.533792;0.000879;0;0.002118;-0.009131;0.011249;0
18.979.895/0001-13;2022-05-01;1;2022-05-31;169448;168794;546;0;1;1;5;0;2;0;1;0;40;56;0;2;3388151001.73;2912457097.94;31782814;91.636225;0.00086;0;0.002225;-0.0097;0.011925;0
18.979.895/0001-13;2022-06-01;1;2022-06-30;174484;173824;553;0;1;1;7;0;2;0;1;0;42;53;0;0;3318707562.47;2888420051.13;31782814;90.879934;0.000892;0;0.0039;-0.008253;0.012153;0
18.979.895/0001-13;2022-07-01;1;2022-07-29;179238;178594;553;0;0;1;6;0;2;0;1;0;39;42;0;0;3283165393.44;2857998377.99;31782814;89.922761;0.000875;0;0.001891;-0.010532;0.012423;0
18.979.895/0001-13;2022-08-01;1;2022-08-31;185235;184593;558;0;0;1;6;0;2;0;1;0;37;37;0;0;3309682088.62;2899539421.26;31782814;91.229789;0.000858;0;0.026904;0.014535;0.012369;0
19.026.454/0001-60;2022-01-01;1;2022-01-31;1;;;;;;;;;;;;;;;;145716938.87;145680996.86;102475.02575793;1421.62439855475;4.42447549023451E-05;;0.007107;0.007107;;
19.026.454/0001-60;2022-02-01;1;2022-02-25;1;;;;;;;;;;;;;;;;147488140.96;147448742.47;102475.02575793;1438.87490029335;4.37143097460558E-05;;0.012134;0.012134;;
19.026.454/0001-60;2022-03-01;1;2022-03-31;1;;;;;;;;;;;;;1;;;148698518.22;148655117.49;102475.02575793;1450.64728103761;4.33595567299161E-05;;0.008181;0.008181;;
19.026.454/0001-60;2022-04-01;1;2022-04-29;1;;;;;;;;;;;;;;;;150740082.13;150693224.92;102475.02575793;1470.53610189836;4.27731240301072E-05;;0.01371;0.01371;;
19.026.454/0001-60;2022-05-01;1;2022-05-31;1;;;;;;;;;;;;;;;;152947384.37;152892705.49;102475.02575793;1491.99967854771;4.21577993491755E-05;;0.007613;0.007613;;
19.026.454/0001-60;2022-06-01;1;2022-06-30;1;;;;;;;;;;;;;1;;;153947441.1;153890615.81;102475.0257;1501.73776253076;4.18844252852821E-05;;0.006526;0.006526;;
19.026.454/0001-60;2022-07-01;1;2022-07-29;1;;;;;;;;;;;;;;;;155947402.8;155878992.99;102475.0257;1521.14129198994;6.31083753577436E-05;;0.01292;0.01292;;
19.026.454/0001-60;2022-08-01;1;2022-08-31;1;;;;;;;;;;;;;;;;156959771.97;156843056.48;102475.02575793;1530.54908081214;0.000355719413100792;;0.006184;0.006184;;
19.107.604/0001-60;2022-01-01;1;2022-01-31;33;25;1;;;1;;;;6;;;;;;;45938410.22;44128028.22;290000;152.165614551724;0.001323;;-0.002044;-0.002044;;
19.107.604/0001-60;2022-02-01;1;2022-02-25;35;26;1;;;1;;;;7;;;;;;;46006602.85;44135940.94;290000;152.192899793103;0.001196;;0.000179;0.000179;;
19.107.604/0001-60;2022-03-01;1;2022-03-31;35;26;1;;;1;;;;7;;;;;;;45906602.8;43967322.16;290000;151.611455724138;0.00139;;-0.00382;-0.00382;;
19.107.604/0001-60;2022-04-01;1;2022-04-29;37;28;1;;;1;;;;7;;;;;;;45806602.74;43807234.41;290000;151.059429;0.0012;;-0.003641;-0.003641;;
19.107.604/0001-60;2022-05-01;1;2022-05-31;38;29;1;;;1;;;;7;;;;;;;45706602.68;43611089.33;290000;150.383066655172;0.001391;;-0.004477;-0.004477;;
19.107.604/0001-60;2022-06-01;1;2022-06-30;38;29;1;;;1;;;;7;;;;;;;45606602.86;43445940.9;290000;149.813589310345;0.001327;;-0.003787;-0.003787;;
19.107.604/0001-60;2022-07-01;1;2022-07-29;6;;1;;;;;;;5;;;;;;;45506602.8;43281013.06;290000;149.24487262069;0.001327;;-0.003796;-0.003796;;
19.107.604/0001-60;2022-08-01;1;2022-08-31;6;;1;;;;;;;5;;;;;;;45506602.8;43238325.61;290000;149.097674517241;0.00145;;-0.000986;-0.000986;;
19.131.224/0001-60;2022-01-01;2;2022-01-31;1;;;;;;;;;;;;;;;;33109918.38;32974309.19;1068.13163403;30871.0163985967;0.000432;0.000207;-0.000867;-0.000867;0;0
19.131.224/0001-60;2022-02-01;2;2022-02-25;1;;;;;;;;;;;;;;;;33228190.44;33182377.17;1068.13163403;31065.8125954053;0.000429;0.000206;0.00631;0.00631;0;0
19.131.224/0001-60;2022-03-01;2;2022-03-31;1;;;;;;1;;;;;;;;;;33165712;33119898.73;1068.13163403;31007.3193928734;0.00043;0.000206;-0.001883;-0.001883;0;0
19.131.224/0001-60;2022-04-01;1;2022-04-29;1;;;;;;;;;;;;;;;;33147675.39;33101862.12;1068.13163403;30990.4332625264;0.00043;0.000206;-0.000545;-0.000545;0;0
19.131.224/0001-60;2022-05-01;1;2022-05-31;1;;;;;;;;;;;;;;;;33103408.6;33057595.33;1068.13163403;30948.9900652746;0.00043;0.000207;-0.001337;-0.001337;0;0
19.131.224/0001-60;2022-06-01;1;2022-06-30;1;;;;;;1;;;;;;;;;;33054077.12;33008263.85;1068.13163403;30902.8052333416;0.000431;0.000207;-0.001492;-0.001492;0;0
19.131.224/0001-60;2022-07-01;1;2022-07-29;1;;;;;;;;;;;;;;;;32962701.33;32907498.41;1068.13163403;30808.4671978508;0.000718;0.000208;-0.003053;-0.003053;0;0
19.131.224/0001-60;2022-08-01;1;2022-08-31;1;;;;;;;;;;;;;;;;32875042.07;32819839.15;1068.13163403;30726.3993541438;0.00072;0.000208;-0.002664;-0.002664;0;0
19.213.231/0001-01;2022-01-01;1;2022-01-31;1;1;;;;;;;;;;;;;;;76368797.74;76241708.04;130634.06741344;583.628065401231;0.00023;0;-0.000613;-0.000613;0;0
19.213.231/0001-01;2022-02-01;1;2022-02-25;1;1;;;;;;;;;;;;;;;76328408.69;76198318.99;130676.92391463;583.104627101413;0.00023;0;-0.000896;-0.000896;0;0
19.213.231/0001-01;2022-03-01;1;2022-03-31;1;1;;;;;;;;;;;;;;;76292120.08;76162030.38;130716.38647754;582.650977680494;0.00023;0;-0.000777;-0.000777;0;0
19.213.231/0001-01;2022-04-01;1;2022-04-29;1;1;;;;;;;;;;;;;;;76256095.9;76126006.2;130746.72126988;582.240269282661;0.00023;0;-0.000705;-0.000705;0;0
19.213.231/0001-01;2022-05-01;1;2022-05-31;1;1;;;;;;;;;;;;;;;76219814.25;76089724.55;130798.89529795;581.730636001729;0.00023;0;-0.000875;-0.000875;0;0
19.213.231/0001-01;2022-06-01;1;2022-06-30;1;1;;;;;;;;;;;;;;;76162124.13;76031594.43;130798.89529795;581.286212370569;0.00023;0;-0.000764;-0.000764;0;0
19.213.231/0001-01;2022-07-01;1;2022-07-29;1;1;;;;;;;;;;;;;;;76110905.66;75988551.62;130829.29723832;580.822134063584;0.00023;0;-0.000798;-0.000798;0;0
19.213.231/0001-01;2022-08-01;1;2022-08-31;1;1;;;;;;;;;;;;;;;76066045.34;75941917.34;130859.72164149;580.330726577994;0.00023;0;-0.000846;-0.000846;0;0
19.239.245/0001-02;2022-01-01;1;2022-01-31;1;;;;;;1;;;;;;;;;;1514542458.42;1222576551.25;436312;2802.06950817305;2.73657465177071E-05;3.04063577548515E-06;0.00567616557671879;0.00567616557671879;0;0
19.239.245/0001-02;2022-02-01;1;2022-02-25;1;;;;;;1;;;;;;;;;;1521411587.19;1230038335.47;436312;2819.17145407415;2.71997376303041E-05;3.02219036009115E-06;0.00610332679157888;0.00610332679157888;0;0
19.239.245/0001-02;2022-03-01;1;2022-03-31;1;;;;;;1;;;;;;;;;;1507712977.01;1216840882.12;436312;2788.92371083078;3.21445150099277E-05;3.0549680361852E-06;-0.0107293024692257;-0.0107293024692257;0;0
19.239.245/0001-02;2022-04-01;1;2022-04-29;1;;;;;;1;;;;;;;;;;1514396423.65;1223701467.84;436312;2804.64774711674;3.19642993229737E-05;3.03784059895077E-06;0.00563803026411192;0.00563803026411192;0;0
19.239.245/0001-02;2022-05-01;1;2022-05-31;1;;;;;;1;;;;;;;;;;1521128223.33;1230726694.56;436312;2820.74913034709;3.17818409017154E-05;3.53131204451024E-06;0.0057409645282207;0.0057409645282207;0;0
19.239.245/0001-02;2022-06-01;1;2022-06-30;1;;;;;;1;;;;;;;;;;1386215163.19;1096060002.26;436312;2512.10143718257;3.5686695910213E-05;3.96518437954006E-06;-0.109420469138475;-0.109420469138475;0;0
19.239.245/0001-02;2022-07-01;1;2022-07-29;1;;;;;;1;;;;;;;;;;1392880120.93;1102891021.28;436312;2527.75770842883;3.54656618335726E-05;3.9406250628063E-06;0.00623234038822118;0.00623234038822118;0;0
19.239.245/0001-02;2022-08-01;1;2022-08-31;1;;;;;;1;;;;;;;;;;1399612547.03;1109694850.16;436312;2543.35166156328;3.52482126003922E-05;3.91646406160519E-06;0.0061690853844325;0.0061690853844325;0;0
19.249.956/0001-50;2022-01-01;1;2022-01-31;53;;;;;;;;;;;;;;;;14407436.12;14390152.36;14350;1002.7980738676;0.000635;0.000149;0.0105;0.0105;0;0
19.249.956/0001-50;2022-02-01;1;2022-02-25;53;;;;;;;;;;;;;;;;14555836.49;14538553.42;14350;1013.13961114983;0.000629;0.000148;0.010313;0.010313;0;0
19.249.956/0001-50;2022-03-01;1;2022-03-31;53;33;19;;;;;;;;;;;1;;;14705314.12;14688030.36;14350;1023.55612264808;0.000622;0.000146;0.010281;0.010281;0;0
19.249.956/0001-50;2022-04-01;1;2022-04-29;53;;;;;;;;;;;;;;;;14846201.78;14813303.97;14350;1032.28599094077;0.000617;0.000145;0.008529;0.008529;0;0
19.249.956/0001-50;2022-05-01;1;2022-05-31;53;;;;;;;;;;;;;;;;14991061.4;14958007.22;14350;1042.36984111498;0.000611;0.000144;0.009768;0.009768;0;0
19.249.956/0001-50;2022-06-01;1;2022-06-30;53;33;19;;;;;;;;;;;1;;;15162511.89;14250379.65;14350;993.05781533101;0.000642;0.000151;0.011947;-0.047308;0.059255;0
19.249.956/0001-50;2022-07-01;1;2022-07-29;53;;;;;;;;;;;;;;;;14426657.64;14400859.83;14350;1003.54423902439;0.000635;0.000149;0.01056;0.01056;0;0
19.249.956/0001-50;2022-08-01;1;2022-08-31;53;;;;;;;;;;;;;;;;14567537.87;14550254.11;14350;1013.9549902439;0.000628;0.000148;0.010374;0.010374;0;0
19.249.989/0001-08;2022-01-01;1;2022-01-31;106;;;;;;;;;;;;;;;;168376076.48;165660378.92;148985.85286426;1111.92019735546;0.000195;0;-0.001972;-0.001972;0;0
19.249.989/0001-08;2022-02-01;1;2022-02-25;106;;;;;;;;;;;;;;;;167872503.19;165393650.52;148985.85286426;1110.12990388214;0.000111;0;-0.00161;-0.00161;0;0
19.249.989/0001-08;2022-03-01;1;2022-03-31;106;79;2;;;;;;2;;;;3;18;;2;167339742.55;165080218.53;148985.85286426;1108.02613373233;0.000202;0;-0.001895;-0.001895;0;0
19.249.989/0001-08;2022-04-01;1;2022-04-29;106;;;;;;;;;;;;;;;;166887821.87;164816444.57;148985.85286426;1106.25567059822;0.000112;0;-0.001598;-0.001598;0;0
19.249.989/0001-08;2022-05-01;1;2022-05-31;105;;;;;;;;;;;;;;;;166068832.93;164758495.83;148985.85286426;1105.86671594994;0.000214;0;-0.000352;-0.000352;0;0
19.249.989/0001-08;2022-06-01;1;2022-06-30;105;78;3;;;;;;2;;;;3;18;;1;168566235.98;167041414.86;148985.85286426;1121.18977505999;0.000211;0;0.013856;0.013856;0;0
19.249.989/0001-08;2022-07-01;1;2022-07-29;105;;;;;;;;;;;;;;;;169552607.13;168021617.89;149011;1127.57862097429;0.000216;0;-0.001785;-0.001785;0;0
19.249.989/0001-08;2022-08-01;1;2022-08-31;105;;;;;;;;;;;;;;;;169252650.39;167695538.81;149011;1125.39033232446;0.000217;0;-0.001941;-0.001941;0;0
19.267.845/0001-76;2022-01-01;1;2022-01-31;1;;;;;;;;;;;;;;;;101953144.2;98019529.85;27890.37529457;3514.45718513094;0.000269332327773198;;0.004119;0.004119;;
19.267.845/0001-76;2022-02-01;1;2022-02-25;1;;;;;;;;;;;;;;;;102432306.12;98495918.63;27890.37529457;3531.53794417303;0.000263904234424622;;0.004853;0.004853;;
19.267.845/0001-76;2022-03-01;1;2022-03-31;1;;;;;;;;;;;;;1;;;95928030.37;91976833.86;27890.37529457;3297.79835834289;0.000331115007137081;;0.004641;0.004641;;
19.267.845/0001-76;2022-04-01;1;2022-04-29;1;;;;;;;;;;;;;;;;89708677.4;85788346.7;27890.37529457;3075.91223832338;0.000292293195574545;;-0.067283;-0.067283;;
19.267.845/0001-76;2022-05-01;1;2022-05-31;1;;;;;;;;;;;;;;;;90086848.13;86169962.57;27890.37529457;3089.59494664012;0.000303570283888079;;0.004448;0.004448;;
19.267.845/0001-76;2022-06-01;1;2022-06-30;1;;;;;;;;;;;;;1;;;90026515.58;86108373.09;27890.3752;3087.38668707476;0.000297010953548838;;-0.000714;-0.000714;;
19.267.845/0001-76;2022-07-01;1;2022-07-29;1;;;;;;;;;;;;;;;;90082075.94;86162069.26;27890.3752;3089.3119451473;0.000297101499764979;;0.000623;0.000623;;
19.267.845/0001-76;2022-08-01;1;2022-08-31;1;;;;;;;;;;;;;;;;93846951.19;88465820.18;28520.05840043;3101.88075136151;0.000298420338457094;;0.004068;0.004068;;
19.419.994/0001-03;2022-01-01;1;2022-01-31;1;;;;;;;;;;;;1;;;;2955725379.86;2955385631.1;1506194;1962.15469660615;4.5E-05;2.6E-05;0.000638;-0.004683;0.005321;0
19.419.994/0001-03;2022-02-01;1;2022-02-25;1;;;;;;;;;;;;;;;;2970544982.83;2970212648.89;1506194;1971.9987258547;4.4E-05;2.4E-05;0.011175;0.005017;0.006158;0
19.419.994/0001-03;2022-03-01;1;2022-03-31;1;;;;;;;;;;;;;1;;;2955817625.39;2955476730.92;1506194;1962.21518006313;4.5E-05;2.8E-05;0.000813;-0.004961;0.005774;0
19.419.994/0001-03;2022-04-01;1;2022-04-29;1;;;;;;;;;;;;;1;;;2972291101.19;2971939804.99;1506194;1973.14542813874;4.4E-05;2.4E-05;0.016042;0.00557;0.010472;0
19.419.994/0001-03;2022-05-01;1;2022-05-31;1;;;;;;;;;;;;;;;;2968367943.98;2968023658.9;1506194;1970.5454004597;4.4E-05;2.8E-05;0.004234;-0.001318;0.005552;0
19.419.994/0001-03;2022-06-01;1;2022-06-30;1;;;;;;;;;;;;;1;;;2967762331.55;2966610119.48;1506194;1969.60691616087;4.4E-05;2.6E-05;0.00537;-0.000476;0.005846;0
19.419.994/0001-03;2022-07-01;1;2022-07-29;1;;;;;;;;;;;;;;;;2971484634.94;2971143900.08;1506194;1972.61700689287;4.43E-05;2.63E-05;0.007326;0.001528;0.005798;0
19.419.994/0001-03;2022-08-01;1;2022-08-31;1;;;;;;;;;;;;;;;;2972330589.25;2971855619.64;1506194;1973.08953537194;8.6E-05;2.87E-05;0.006739;0.000239;0.0065;0
19.442.626/0001-86;2022-01-01;1;2022-01-31;1;;;;;;;;;;;;;;;;4058819.13;4016453.76;187470;21.4245146423428;0.007551;0.003251;-0.012386;-0.012386;0;0
19.442.626/0001-86;2022-02-01;1;2022-02-25;1;;;;;;;;;;;;;;;;3976551.9;3933345.28;187470;20.9811984850909;0.00771;0.00332;-0.020692;-0.020692;0;0
19.442.626/0001-86;2022-03-01;1;2022-03-31;1;;1;;;;;;;;;;;;;;3670516.33;3628150.96;187470;19.3532349709287;0.008359;0.003599;-0.077592;-0.077592;0;0
19.442.626/0001-86;2022-04-01;1;2022-04-29;1;;;;;;;;;;;;;;;;3217912.1;3175546.73;187470;16.9389594601803;0.00955;0.004112;-0.124748;-0.124748;0;0
19.442.626/0001-86;2022-05-01;1;2022-05-31;1;;;;;;;;;;;;;;;;3188980.18;3146614.81;187470;16.7846311943244;0.009638;0.00415;-0.009111;-0.009111;0;0
19.442.626/0001-86;2022-06-01;1;2022-06-30;1;;1;;;;;;;;;;;;;;3158838.71;3111406.52;187470;16.5968235984424;0.009747;0.004197;-0.011189;-0.011189;0;0
19.442.626/0001-86;2022-07-01;1;2022-07-29;1;;;;;;;;;;;;;;;;3129464.54;3076121.06;187470;16.4086043633648;0.009859;0.004245;-0.011341;-0.011341;0;0
19.442.626/0001-86;2022-08-01;1;2022-08-31;1;;;;;;;;;;;;;;;;3097656.41;3037838.66;187470;16.2043988904891;0.010989;0.004731;-0.012445;-0.012445;0;0
19.628.741/0001-40;2022-01-01;2;2022-01-31;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;62528948.34;42642927.46;303214000;0.140636;0.00069;0;0.001683;-0.005854;0.007537;0
19.628.741/0001-40;2022-02-01;2;2022-02-25;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;62616478.65;42356787.84;303214000;0.139693;0.000695;0;4E-06;-0.00671;0.006714;0
19.628.741/0001-40;2022-03-01;2;2022-03-31;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;63431923.66;42835978.73;303214000;0.141273;0.000687;0;0.017598;0.011313;0.006285;0
19.628.741/0001-40;2022-04-01;3;2022-04-29;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;62707309.37;42333549.64;303214000;0.139616;0.000695;0;-0.002208;-0.011729;0.009521;0
19.628.741/0001-40;2022-05-01;2;2022-05-31;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;62580094.6;42238133.01;303214000;0.139301;0.000697;0;0.002511;-0.002254;0.004765;0
19.628.741/0001-40;2022-06-01;3;2022-06-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;62835389.96;47382670.61;303214000;0.156268;0.000621;0;0.008866;0.121798;-0.112932;0
19.628.741/0001-40;2022-07-01;2;2022-07-29;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;62931161.68;47212947.07;303214000;0.155708;0.000624;0;0.00353;-0.003582;0.007112;0
19.628.741/0001-40;2022-08-01;2;2022-08-31;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;63264186.12;47226620.45;303214000;0.155753;0.000623;0;0.008243;0.00029;0.007953;0
19.722.048/0001-31;2022-01-01;1;2022-01-31;1;0;0;;;;;;;;;;;1;;;135516674.06;123631708.21;1962500;62.99704877;0.000296;0;0.00895232;0.00274456;0.00620776;0
19.722.048/0001-31;2022-02-01;1;2022-02-25;1;0;0;;;;;;;;;;;1;;;108064766.29;96799289.78;1962500;49.32447887;0.000378;0;0.00135549;0.00135549;0;-0.781609
19.722.048/0001-31;2022-03-01;1;2022-03-31;1;0;0;;;;;;;;;;;1;;;113415892.77;97578643.07;1962500;49.72160156;0.000375;0;0.00805123;0.00805123;0;0
19.722.048/0001-31;2022-04-01;1;2022-04-29;1;0;0;;;;;;;;;;;1;;;116807274.39;97390445.22;1962500;49.62570457;0.000375;0;-0.00192868;-0.00192868;0;0
